solute,solvent,logS,DGsolv,Reference (DOI),Comments,can_smiles_solute,can_smiles_solvent,concat_smiles,is_chonps_halogens,index
CC(=O)OC1=CC=CC=C1C(=O)O,O1CCOCC1,,-14.07,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],CC(=O)Oc1ccccc1C(=O)O,C1COCCO1,CC(=O)Oc1ccccc1C(=O)O.C1COCCO1,True,2907
CC(=O)OC1=CC=CC=C1C(=O)O,CC(C)CC(=O)C,,-13.18,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CC(=O)Oc1ccccc1C(=O)O,CC(=O)CC(C)C,CC(=O)Oc1ccccc1C(=O)O.CC(=O)CC(C)C,True,2908
CC(=O)OC1=CC=CC=C1C(=O)O,CC(=O)OC(C)C,,-13.07,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CC(=O)Oc1ccccc1C(=O)O,CC(=O)OC(C)C,CC(=O)Oc1ccccc1C(=O)O.CC(=O)OC(C)C,True,2909
CC(=O)OC1=CC=CC=C1C(=O)O,CCCCCCCCCCO,,-12.91,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CC(=O)Oc1ccccc1C(=O)O,CCCCCCCCCCO,CC(=O)Oc1ccccc1C(=O)O.CCCCCCCCCCO,True,2921
CC(=O)OC1=CC=CC=C1C(=O)O,CC(=O)C,,-14.05,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A4)']",CC(=O)Oc1ccccc1C(=O)O,CC(C)=O,CC(=O)Oc1ccccc1C(=O)O.CC(C)=O,True,2912
CC(=O)OC1=CC=CC=C1C(=O)O,CC(O)(C)C,,-13.68,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",CC(=O)Oc1ccccc1C(=O)O,CC(C)(C)O,CC(=O)Oc1ccccc1C(=O)O.CC(C)(C)O,True,2910
CC(=O)OC1=CC=CC=C1C(=O)O,OCC(C)C,,-13.24,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",CC(=O)Oc1ccccc1C(=O)O,CC(C)CO,CC(=O)Oc1ccccc1C(=O)O.CC(C)CO,True,2914
CC(=O)OC1=CC=CC=C1C(=O)O,CC(O)C,,-13.63,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",CC(=O)Oc1ccccc1C(=O)O,CC(C)O,CC(=O)Oc1ccccc1C(=O)O.CC(C)O,True,2915
CC(=O)OC1=CC=CC=C1C(=O)O,CC(C)OC(C)C,,-12.43,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CC(=O)Oc1ccccc1C(=O)O,CC(C)OC(C)C,CC(=O)Oc1ccccc1C(=O)O.CC(C)OC(C)C,True,2916
CC(=O)OC1=CC=CC=C1C(=O)O,CC(O)CC,,-13.54,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",CC(=O)Oc1ccccc1C(=O)O,CCC(C)O,CC(=O)Oc1ccccc1C(=O)O.CCC(C)O,True,2918
CC(=O)OC1=CC=CC=C1C(=O)O,COC(=O)CCC,,-13.09,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CC(=O)Oc1ccccc1C(=O)O,CCCC(=O)OC,CC(=O)Oc1ccccc1C(=O)O.CCCC(=O)OC,True,2919
CC(=O)OC1=CC=CC=C1C(=O)O,OCCC(C)C,,-13.36,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",CC(=O)Oc1ccccc1C(=O)O,CC(C)CCO,CC(=O)Oc1ccccc1C(=O)O.CC(C)CCO,True,2913
CC(=O)c1ccccc1,CCCCCCCCCCCCCCCC,,-6.09,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.05,CC(=O)c1ccccc1,CCCCCCCCCCCCCCCC,CC(=O)c1ccccc1.CCCCCCCCCCCCCCCC,True,3004
CC(=O)c1ccccc1,O,,-4.58,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)c1ccccc1,O,CC(=O)c1ccccc1.O,True,3009
CC(=O)c1ccccc1,ClC(Cl)Cl,,-7.81,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)c1ccccc1,ClC(Cl)Cl,CC(=O)c1ccccc1.ClC(Cl)Cl,True,3007
CC(=O)c1ccccc1,CCOCC,,-6.79,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)c1ccccc1,CCOCC,CC(=O)c1ccccc1.CCOCC,True,3006
CC(=O)c1ccccc1,CCCCCCCCO,,-6.74,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)c1ccccc1,CCCCCCCCO,CC(=O)c1ccccc1.CCCCCCCCO,True,3005
CC(=O)c1ccccc1,CCCCCCCCCCCC,,-6.11,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)c1ccccc1,CCCCCCCCCCCC,CC(=O)c1ccccc1.CCCCCCCCCCCC,True,3003
CC(=O)c1ccccc1,CC(=O)c1ccccc1,,-7.615,10.13020/3eks-j059 Compsol pure,Averaged - std : 0.02,CC(=O)c1ccccc1,CC(=O)c1ccccc1,CC(=O)c1ccccc1.CC(=O)c1ccccc1,True,2999
CC(=O)c1ccccc1,CCCCCC,,-6.05,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)c1ccccc1,CCCCCC,CC(=O)c1ccccc1.CCCCCC,True,3001
CC(=O)c1ccccc1,CC(Cl)Cl,,-7.83,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)c1ccccc1,CC(Cl)Cl,CC(=O)c1ccccc1.CC(Cl)Cl,True,3000
CC(=O)c1ccccc1,CCCCCCC,,-6.14,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)c1ccccc1,CCCCCCC,CC(=O)c1ccccc1.CCCCCCC,True,3002
CC(=O)c1ccccc1,C1CCCCC1,,-6.29,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)c1ccccc1,C1CCCCC1,CC(=O)c1ccccc1.C1CCCCC1,True,2998
CC(=O)c1ccccc1,C1CCC2CCCCC2C1,,-6.23,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)c1ccccc1,C1CCC2CCCCC2C1,CC(=O)c1ccccc1.C1CCC2CCCCC2C1,True,2997
CC(=O)c1ccccc1O,CC(=O)c1ccccc1O,,-7.87,Compsol pure,solute-solvent same,CC(=O)c1ccccc1O,CC(=O)c1ccccc1O,CC(=O)c1ccccc1O.CC(=O)c1ccccc1O,True,3010
O=C(OC(C)(C)C)C1=CC=CC=C1C(OC(C)(C)C)=O,O,,-7.09,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CC(C)(C)OC(=O)c1ccccc1C(=O)OC(C)(C)C,O,CC(C)(C)OC(=O)c1ccccc1C(=O)OC(C)(C)C.O,True,3276
CC(C)(OO)c1ccccc1,CC(C)(OO)c1ccccc1,,-10.4,Compsol pure,solute-solvent same,CC(C)(OO)c1ccccc1,CC(C)(OO)c1ccccc1,CC(C)(OO)c1ccccc1.CC(C)(OO)c1ccccc1,True,3396
O=C(OCCCCCCCC(C)C)C1=CC=CC=C1C(OCCCCCCCC(C)C)=O,O,,-5.93,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,O,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C.O,True,4090
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,,-15.0,Compsol pure,solute-solvent same,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C.CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,True,4089
O=C(OCCCCCCC(C)C)C1=CC=CC=C1C(OCCCCCCC(C)C)=O,O,,-6.14,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,O,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C.O,True,4095
CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,,-16.7,Compsol pure,solute-solvent same,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C.CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,True,4102
O=C(OCCCCCC(C)C)C1=CC=CC=C1C(OCCCCCC(C)C)=O,O,,-6.43,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,O,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C.O,True,4103
O=C(OCCCCC(C)C)C1=CC=CC=C1C(OCCCCC(C)C)=O,O,,-6.55,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CC(C)CCCCOC(=O)c1ccccc1C(=O)OCCCCC(C)C,O,CC(C)CCCCOC(=O)c1ccccc1C(=O)OCCCCC(C)C.O,True,4106
O=C(OCCCC(C)C)C1=CC=CC=C1C(OCCCC(C)C)=O,O,,-6.73,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CC(C)CCCOC(=O)c1ccccc1C(=O)OCCCC(C)C,O,CC(C)CCCOC(=O)c1ccccc1C(=O)OCCCC(C)C.O,True,4111
O=C(OCCC(C)C)C1=CC=CC=C1C(OCCC(C)C)=O,O,,-6.88,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CC(C)CCOC(=O)c1ccccc1C(=O)OCCC(C)C,O,CC(C)CCOC(=O)c1ccccc1C(=O)OCCC(C)C.O,True,4145
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,,-12.5,Compsol pure,solute-solvent same,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C.CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,True,4227
O=C(OC(C)C)C1=CC=CC=C1C(OC(C)C)=O,O,,-7.42,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,O,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C.O,True,4418
CC(C=O)c1ccccc1,CC(C=O)c1ccccc1,,-7.02,Compsol pure,solute-solvent same,CC(C=O)c1ccccc1,CC(C=O)c1ccccc1,CC(C=O)c1ccccc1.CC(C=O)c1ccccc1,True,4563
CC(CO)c1ccccc1,CC(CO)c1ccccc1,,-9.36,Compsol pure,solute-solvent same,CC(CO)c1ccccc1,CC(CO)c1ccccc1,CC(CO)c1ccccc1.CC(CO)c1ccccc1,True,4624
CC(O)Cc1ccccc1,CC(O)Cc1ccccc1,,-8.48,Compsol pure,solute-solvent same,CC(O)Cc1ccccc1,CC(O)Cc1ccccc1,CC(O)Cc1ccccc1.CC(O)Cc1ccccc1,True,4822
CC(O)c1ccccc1,CC(O)c1ccccc1,,-8.2,Compsol pure,solute-solvent same,CC(O)c1ccccc1,CC(O)c1ccccc1,CC(O)c1ccccc1.CC(O)c1ccccc1,True,4825
CC(OC(C)c1ccccc1)c2ccccc2,CC(OC(C)c1ccccc1)c2ccccc2,,-10.2,Compsol pure,solute-solvent same,CC(OC(C)c1ccccc1)c1ccccc1,CC(OC(C)c1ccccc1)c1ccccc1,CC(OC(C)c1ccccc1)c1ccccc1.CC(OC(C)c1ccccc1)c1ccccc1,True,4829
CC(OC=O)c1ccccc1,CC(OC=O)c1ccccc1,,-7.67,Compsol pure,solute-solvent same,CC(OC=O)c1ccccc1,CC(OC=O)c1ccccc1,CC(OC=O)c1ccccc1.CC(OC=O)c1ccccc1,True,4830
CC(OO)c1ccccc1,CC(OO)c1ccccc1,,-11.0,Compsol pure,solute-solvent same,CC(OO)c1ccccc1,CC(OO)c1ccccc1,CC(OO)c1ccccc1.CC(OO)c1ccccc1,True,4832
CCC(O)c1ccccc1,CCC(O)c1ccccc1,,-8.42,Compsol pure,solute-solvent same,CCC(O)c1ccccc1,CCC(O)c1ccccc1,CCC(O)c1ccccc1.CCC(O)c1ccccc1,True,6364
CCCCC(CC)COC(=O)c1ccccc1,CCCCC(CC)COC(=O)c1ccccc1,,-10.7,Compsol pure,solute-solvent same,CCCCC(CC)COC(=O)c1ccccc1,CCCCC(CC)COC(=O)c1ccccc1,CCCCC(CC)COC(=O)c1ccccc1.CCCCC(CC)COC(=O)c1ccccc1,True,7362
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,,-16.1,Compsol pure,solute-solvent same,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC.CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,True,7364
O=C(OCCCCCCCCCCCC)C1=CC=CC=C1C(OCCCCCCCCCCCC)=O,O,,-5.92,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCC,O,CCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCC.O,True,8848
CCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC,CCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC,,-16.9,Compsol pure,solute-solvent same,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC.CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,True,8869
CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,,-17.1,Compsol pure,solute-solvent same,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC.CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,True,8870
O=C(OCCCCCCCCCCC)C1=CC=CC=C1C(OCCCCCCCCCCC)=O,O,,-6.08,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC,O,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC.O,True,8872
O=C(OCC)C1=CC=CC=C1C(OCCCCCCCCCC)=O,O,,-6.78,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCC,O,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCC.O,True,8899
O=C(OCCCCCCCCCC)C1=CC=CC=C1C(OCCCCC)=O,O,,-6.49,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCC,O,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCC.O,True,8900
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,,-16.8,Compsol pure,solute-solvent same,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC.CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,True,8901
O=C(OCCCCCCCCCC)C1=CC=CC=C1C(OCCCCCCCCCC)=O,O,,-6.22,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,O,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC.O,True,8902
O=C(OCCCCCCCCC)C1=CC=CC=C1C(OCCCC)=O,O,,-6.67,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCC,O,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCC.O,True,8927
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,,-16.4,Compsol pure,solute-solvent same,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC.CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,True,8928
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,,-16.5,Compsol pure,solute-solvent same,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC.CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,True,8930
O=C(OCCCCCCCC)C1=CC=CC=C1C(OCCCC)=O,O,,-6.83,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCC,O,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCC.O,True,8993
O=C(OCCCCCCCC)C1=CC=CC=C1C(OCCCCCCCC)=O,O,,-6.68,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,O,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC.O,True,8994
O=C(OCCCCCCC)C1=CC=CC=C1C(OCCCCC)=O,O,,-6.78,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCC,O,CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCC.O,True,9070
