solvent,solute,DGsolv_cosmo,index,can_smiles_solvent,can_smiles_solute,Atom_bond_type_overlap_with_exp,DGsolv,AE,Signed_Err,concat_smiles
CCN(CC)CC,OC(=O)c1ccc(N)cc1N,-8.40170826,321438,CCN(CC)CC,Nc1ccc(C(=O)O)c(N)c1,Y,-8.404047,0.002338740000000783,-0.002338740000000783,Nc1ccc(C(=O)O)c(N)c1.CCN(CC)CC
N1CCCC1,O=n2c1ccccc1n(=O)cc2,-10.35652322,108097,C1CCNC1,[O-][n+]1cc[n+]([O-])c2ccccc21,Y,-10.358984,0.002460779999999829,-0.002460779999999829,[O-][n+]1cc[n+]([O-])c2ccccc21.C1CCNC1
CCC#N,COC1=CC=C(C=C1)N1C=NC2=C1C=C(C=C2)C1=NNC(=S)O1,-23.3042767,949569,CCC#N,COc1ccc(-n2cnc3ccc(-c4n[nH]c(=S)o4)cc32)cc1,Y,-23.301785,0.0024917000000002076,0.0024917000000002076,COc1ccc(-n2cnc3ccc(-c4n[nH]c(=S)o4)cc32)cc1.CCC#N
CSC,Oc1ccc(cc1N)N(=O)=O,-14.27988466,258337,CSC,Nc1cc([N+](=O)[O-])ccc1O,Y,-14.277223999999999,0.0026606600000018688,0.0026606600000018688,Nc1cc([N+](=O)[O-])ccc1O.CSC
COC,NNC(=O)C(=O)N,-7.85298193,889220,COC,NNC(=O)C(N)=O,Y,-7.855826400000001,0.002844470000000321,-0.002844470000000321,NNC(=O)C(N)=O.COC
CC=O,Nc1ccc(cc1N)N(=O)=O,-16.81285298,926641,CC=O,Nc1ccc([N+](=O)[O-])cc1N,Y,-16.809742,0.003110979999998875,0.003110979999998875,Nc1ccc([N+](=O)[O-])cc1N.CC=O
C1OCCOC1,FC1(F)OC(F)(F)C(C1(F)F)=O,-1.8868391,827775,C1COCCO1,O=C1C(F)(F)OC(F)(F)C1(F)F,Y,-1.8900218,0.0031826999999999828,-0.0031826999999999828,O=C1C(F)(F)OC(F)(F)C1(F)F.C1COCCO1
OCCCC,OC1=C(Br)C=C(C=C1Br)C1=NC2=C(O1)C=CC=C2,-14.95588384,210731,CCCCO,Oc1c(Br)cc(-c2nc3ccccc3o2)cc1Br,Y,-14.959082999999998,0.0031991599999976472,-0.0031991599999976472,Oc1c(Br)cc(-c2nc3ccccc3o2)cc1Br.CCCCO
COCOC,OC(O)=O,-10.73764452,127974,COCOC,O=C(O)O,Y,-10.741,0.0033554799999997442,-0.0033554799999997442,O=C(O)O.COCOC
n1ccccc1,OCC=O,-5.62567949,220415,c1ccncc1,O=CCO,Y,-5.6293707,0.003691210000000389,-0.003691210000000389,O=CCO.c1ccncc1
NCCCC,Fc1nc(F)c(F)c(O)c1F,-12.93263044,748771,CCCCN,Oc1c(F)c(F)nc(F)c1F,Y,-12.928628999999999,0.004001440000001466,0.004001440000001466,Oc1c(F)c(F)nc(F)c1F.CCCCN
CCCCC#N,c(ccc51)cc1cc2ccccc2c5c6c3ccccc3cc4ccccc64,-19.05157668,800160,CCCCC#N,c1ccc2c(-c3c4ccccc4cc4ccccc34)c3ccccc3cc2c1,Y,-19.047537,0.004039680000001766,0.004039680000001766,c1ccc2c(-c3c4ccccc4cc4ccccc34)c3ccccc3cc2c1.CCCCC#N
CCCCNCCCC,FC(F)(F)C(O)(C(F)(F)F)C(F)(F)F,-7.47143334,31853,CCCCNCCCC,OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,Y,-7.475552599999999,0.004119259999999514,-0.004119259999999514,OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F.CCCCNCCCC
CC(C)N(=O)=O,S=C1SCCCS1,-11.89573108,868880,CC(C)[N+](=O)[O-],S=C1SCCCS1,Y,-11.891556,0.004175079999999554,0.004175079999999554,S=C1SCCCS1.CC(C)[N+](=O)[O-]
O,OCCn1ccnc1,-12.67317102,876119,O,OCCn1ccnc1,Y,-12.677710000000001,0.0045389800000013025,-0.0045389800000013025,OCCn1ccnc1.O
Cc1ncccc1C,O=C2NC=Nc1nc[nH]c21,-17.0918737,350697,Cc1cccnc1C,O=c1[nH]cnc2nc[nH]c12,Y,-17.087215,0.004658700000000238,0.004658700000000238,O=c1[nH]cnc2nc[nH]c12.Cc1cccnc1C
n1ccccc1,n2cc1nc[nH]c1cc2,-14.26202109,207857,c1ccncc1,c1cc2[nH]cnc2cn1,Y,-14.266773,0.004751910000001303,-0.004751910000001303,c1cc2[nH]cnc2cn1.c1ccncc1
OCCCCCCCC,O=n(cc2)ccc2c1ccccc1,-11.95209245,512723,CCCCCCCCO,[O-][n+]1ccc(-c2ccccc2)cc1,Y,-11.957355999999999,0.0052635499999986735,-0.0052635499999986735,[O-][n+]1ccc(-c2ccccc2)cc1.CCCCCCCCO
OCCN,OC(CC(O)=O)(CC(O)=O)C(O)=O,-25.03531307,475442,NCCO,O=C(O)CC(O)(CC(=O)O)C(=O)O,Y,-25.029932000000002,0.0053810699999985445,0.0053810699999985445,O=C(O)CC(O)(CC(=O)O)C(=O)O.NCCO
CCCCCCCCN(CCCCCCCC)CCCCCCCC,FC(Cl)OC(F)C(F)(F)F,-1.39890389,42595,CCCCCCCCN(CCCCCCCC)CCCCCCCC,FC(Cl)OC(F)C(F)(F)F,Y,-1.3932733999999998,0.0056304900000001545,0.0056304900000001545,FC(Cl)OC(F)C(F)(F)F.CCCCCCCCN(CCCCCCCC)CCCCCCCC
CCCCN(CCCC)CCCC,Nc1ccncn1,-5.75370915,280819,CCCCN(CCCC)CCCC,Nc1ccncn1,Y,-5.747932,0.00577715000000012,0.00577715000000012,Nc1ccncn1.CCCCN(CCCC)CCCC
Cc2c1ccccc1ccc2,O=N(=O)N1CN(CN(CN(C1)N(=O)=O)N(=O)=O)N(=O)=O,-17.53429435,542539,Cc1cccc2ccccc12,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Y,-17.540112,0.005817650000000896,-0.005817650000000896,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1.Cc1cccc2ccccc12
CCC(O)CC,CC1=C(C)NC(S1)=S,-11.73724051,411310,CCC(O)CC,Cc1[nH]c(=S)sc1C,Y,-11.743074,0.005833490000000552,-0.005833490000000552,Cc1[nH]c(=S)sc1C.CCC(O)CC
CCOC(OCC)=O,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2,-23.85193713,799523,CCOC(=O)OCC,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,Y,-23.857841,0.0059038700000009214,-0.0059038700000009214,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23.CCOC(=O)OCC
CCCCCC(C)=O,OC1=CC=C(C=C1)N1N=C2C=CC(O)=CC2=C1Cl,-21.21757797,440741,CCCCCC(C)=O,Oc1ccc(-n2nc3ccc(O)cc3c2Cl)cc1,Y,-21.21142,0.00615797000000029,0.00615797000000029,Oc1ccc(-n2nc3ccc(O)cc3c2Cl)cc1.CCCCCC(C)=O
C(CC1)CCC1C2CCCCC2,OCCN(CC)c1ccc(N=Nc2ccc(cc2Cl)N(=O)=O)cc1,-17.05833919,379610,C1CCC(C2CCCCC2)CC1,CCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,Y,-17.052149,0.00619019000000165,0.00619019000000165,CCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1.C1CCC(C2CCCCC2)CC1
C1OCCOC1,Fc1ccoc1O,-9.12171946,436509,C1COCCO1,Oc1occc1F,Y,-9.115509,0.00621046000000014,0.00621046000000014,Oc1occc1F.C1COCCO1
OCCN,CCCCCCCCCCCCCOC(OCCCCCCCCCCCCC)CC(C)CCC=C(C)C,-14.58478352,602655,NCCO,CCCCCCCCCCCCCOC(CC(C)CCC=C(C)C)OCCCCCCCCCCCCC,Y,-14.578311,0.00647252000000087,0.00647252000000087,CCCCCCCCCCCCCOC(CC(C)CCC=C(C)C)OCCCCCCCCCCCCC.NCCO
ClC(Cl)C(Cl)Cl,OC1=CC=C2C(OC(=O)C=C2C2=CC=CC=C2)=C1O,-16.57930696,195721,ClC(Cl)C(Cl)Cl,O=c1cc(-c2ccccc2)c2ccc(O)c(O)c2o1,Y,-16.585852,0.006545039999998892,-0.006545039999998892,O=c1cc(-c2ccccc2)c2ccc(O)c(O)c2o1.ClC(Cl)C(Cl)Cl
ClC(=C)C=C,OC(=O)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-13.72784579,903955,C=CC(=C)Cl,O=C(O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Y,-13.734969,0.007123209999999602,-0.007123209999999602,O=C(O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-].C=CC(=C)Cl
CN1CCCC1=O,OC(=O)c(ccc1N)cc1O,-20.61270773,143105,CN1CCCC1=O,Nc1ccc(C(=O)O)cc1O,Y,-20.619907,0.007199270000000979,-0.007199270000000979,Nc1ccc(C(=O)O)cc1O.CN1CCCC1=O
COCCOC,OC(=O)C(Cc1ccccc1)=O,-10.71266685,48380,COCCOC,O=C(O)C(=O)Cc1ccccc1,Y,-10.7054405,0.007226349999999826,0.007226349999999826,O=C(O)C(=O)Cc1ccccc1.COCCOC
OCCCCCO,CCCCCCCC(OCC(COC(CCCCCCC)=O)(COC(CCCCCCC)=O)COC(CCCCCCC)=O)=O,-20.8253291,267513,OCCCCCO,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)COC(=O)CCCCCCC,Y,-20.832638,0.007308899999998175,-0.007308899999998175,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)COC(=O)CCCCCCC.OCCCCCO
ClC(Cl)C(O)=O,C=CS(=O)C=C,-11.38029598,392770,O=C(O)C(Cl)Cl,C=CS(=O)C=C,Y,-11.387703,0.007407020000000486,-0.007407020000000486,C=CS(=O)C=C.O=C(O)C(Cl)Cl
OCCOCCOCCOCCO,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc(nc2C)nc(C)c2,-21.75482095,213679,OCCOCCOCCOCCO,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,Y,-21.762295,0.007474050000002563,-0.007474050000002563,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1.OCCOCCOCCOCCO
N#CCCOCCC#N,CCCCCCCCC=CCCCCCCCC(OC(COC(CCCCCCCC=CCCCCCCCC)=O)COC(CCCCCCCC=CCCCCCCCC)=O)=O,-30.04349488,863893,N#CCCOCCC#N,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,Y,-30.051470000000002,0.007975120000001112,-0.007975120000001112,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC.N#CCCOCCC#N
OCc1ccccc1,OCC(O)COC1CC(C)CCC1C(C)C,-12.29732744,505072,OCc1ccccc1,CC1CCC(C(C)C)C(OCC(O)CO)C1,Y,-12.3054,0.00807256000000045,-0.00807256000000045,CC1CCC(C(C)C)C(OCC(O)CO)C1.OCc1ccccc1
CCCCCC(C)=O,OC(=O)C(Cc1ccccc1)=O,-10.223340400000001,752525,CCCCCC(C)=O,O=C(O)C(=O)Cc1ccccc1,Y,-10.231755999999999,0.008415599999997525,-0.008415599999997525,O=C(O)C(=O)Cc1ccccc1.CCCCCC(C)=O
c2nc1ccccc1cc2,OCC(OC=C1O)=CC1=O,-12.24474535,528093,c1ccc2ncccc2c1,O=c1cc(CO)occ1O,Y,-12.236309,0.008436350000000203,0.008436350000000203,O=c1cc(CO)occ1O.c1ccc2ncccc2c1
COCCOCCOC,OC(O)=O,-12.035375300000002,113286,COCCOCCOC,O=C(O)O,Y,-12.026916499999999,0.008458800000003208,0.008458800000003208,O=C(O)O.COCCOCCOC
OCCCCCC,O=n(cc2)ccc2c1ccccc1,-12.14135606,553352,CCCCCCO,[O-][n+]1ccc(-c2ccccc2)cc1,Y,-12.149836,0.008479940000000852,-0.008479940000000852,[O-][n+]1ccc(-c2ccccc2)cc1.CCCCCCO
C#N,OC(C)C1CCC(C(C)C)CC1,-12.43427091,62790,C#N,CC(C)C1CCC(C(C)O)CC1,Y,-12.443009,0.008738089999999588,-0.008738089999999588,CC(C)C1CCC(C(C)O)CC1.C#N
CCCCCl,O=N(=O)N1CN(CN(C1)N(=O)=O)N(=O)=O,-14.4589281,827523,CCCCCl,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Y,-14.45009,0.008838100000000182,0.008838100000000182,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1.CCCCCl
ClC(Cl)C(O)=O,OC(C)(C)CCCC(C)=CC,-12.73956025,522300,O=C(O)C(Cl)Cl,CC=C(C)CCCC(C)(C)O,Y,-12.730674,0.008886249999999762,0.008886249999999762,CC=C(C)CCCC(C)(C)O.O=C(O)C(Cl)Cl
OCCO,CCCCC(CC)COC(C(O)C)=O,-6.87768516,556798,OCCO,CCCCC(CC)COC(=O)C(C)O,Y,-6.8866176999999995,0.0089325399999991,-0.0089325399999991,CCCCC(CC)COC(=O)C(C)O.OCCO
OCCC(C)C,O=n(cc2)ccc2c1ccccc1,-12.33205861,731713,CC(C)CCO,[O-][n+]1ccc(-c2ccccc2)cc1,Y,-12.341012,0.008953389999998507,-0.008953389999998507,[O-][n+]1ccc(-c2ccccc2)cc1.CC(C)CCO
O=Cc1occc1,CC1=C(C)S(CCS1(=O)=O)(=O)=O,-14.62558231,731131,O=Cc1ccco1,CC1=C(C)S(=O)(=O)CCS1(=O)=O,Y,-14.6345825,0.009000190000000075,-0.009000190000000075,CC1=C(C)S(=O)(=O)CCS1(=O)=O.O=Cc1ccco1
CN1CCN(C)C1=O,FC(F)(F)OC=N,-4.25419703,521768,CN1CCN(C)C1=O,N=COC(F)(F)F,Y,-4.245191999999999,0.009005030000000858,0.009005030000000858,N=COC(F)(F)F.CN1CCN(C)C1=O
CCCCCCCC,OCCN(CC)c1ccc(N=Nc2ccc(cc2Cl)N(=O)=O)cc1,-17.07654946,384594,CCCCCCCC,CCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,Y,-17.085732999999998,0.009183539999998658,-0.009183539999998658,CCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1.CCCCCCCC
OCCCCCCCCC,OC(=O)c(cccc1O)c1O,-11.33147257,614714,CCCCCCCCCO,O=C(O)c1cccc(O)c1O,Y,-11.340699,0.009226430000000008,-0.009226430000000008,O=C(O)c1cccc(O)c1O.CCCCCCCCCO
CC(C)(C)c1ccccc1,OC(=O)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-12.76819839,400179,CC(C)(C)c1ccccc1,O=C(O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Y,-12.777447,0.009248610000000212,-0.009248610000000212,O=C(O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-].CC(C)(C)c1ccccc1
Cc1ccccc1N(=O)=O,FC(F)(OC1(F)F)OC1(F)Cl,-2.05491825,636289,Cc1ccccc1[N+](=O)[O-],FC1(F)OC(F)(F)C(F)(Cl)O1,Y,-2.0642533,0.00933504999999979,-0.00933504999999979,FC1(F)OC(F)(F)C(F)(Cl)O1.Cc1ccccc1[N+](=O)[O-]
O1CCCCC1,OC1=C(Br)C=C(C=C1Br)C1=NC2=C(O1)C=CC=C2,-16.08939351,568809,C1CCOCC1,Oc1c(Br)cc(-c2nc3ccccc3o2)cc1Br,Y,-16.080015,0.009378510000001228,0.009378510000001228,Oc1c(Br)cc(-c2nc3ccccc3o2)cc1Br.C1CCOCC1
CCCCNCCCC,CC(C)CC(CC(C)C)(C(CC(C)C)(CC(C)C)C#N)C#N,-12.65947955,431461,CCCCNCCCC,CC(C)CC(C#N)(CC(C)C)C(C#N)(CC(C)C)CC(C)C,Y,-12.668971,0.009491450000000512,-0.009491450000000512,CC(C)CC(C#N)(CC(C)C)C(C#N)(CC(C)C)CC(C)C.CCCCNCCCC
COCCOC,Clc7c3[nH]c(c(C(=O)c1ccccc1C4=O)c4cc6Cl)c6[nH]c3c(C(=O)c2ccccc2C5=O)c5c7,-26.13091735,922705,COCCOC,O=c1c2ccccc2c(=O)c2c1cc(Cl)c1[nH]c3c([nH]c12)c(Cl)cc1c(=O)c2ccccc2c(=O)c13,Y,-26.140501,0.009583649999999722,-0.009583649999999722,O=c1c2ccccc2c(=O)c2c1cc(Cl)c1[nH]c3c([nH]c12)c(Cl)cc1c(=O)c2ccccc2c(=O)c13.COCCOC
ClC(Cl)C(O)=O,CCOC(CCC)=O,-8.34610648,298039,O=C(O)C(Cl)Cl,CCCC(=O)OCC,Y,-8.355708,0.009601520000000363,-0.009601520000000363,CCCC(=O)OCC.O=C(O)C(Cl)Cl
OCCCCCCC,O=n(cc2)ccc2c1ccccc1,-12.04902127,728505,CCCCCCCO,[O-][n+]1ccc(-c2ccccc2)cc1,Y,-12.058724,0.009702729999998994,-0.009702729999998994,[O-][n+]1ccc(-c2ccccc2)cc1.CCCCCCCO
CN1CCCC1,CC(C)(C)CCNC(CC(O)=O)C(=O)NC(Cc1ccccc1)C(OC)=O,-21.13231705,950646,CN1CCCC1,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NCCC(C)(C)C,Y,-21.122614000000002,0.009703049999998825,0.009703049999998825,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NCCC(C)(C)C.CN1CCCC1
CN(=O)=O,FC1(F)OC(F)(F)C(C1(F)F)=O,-1.1279616000000001,47041,C[N+](=O)[O-],O=C1C(F)(F)OC(F)(F)C1(F)F,Y,-1.1182443000000002,0.009717299999999929,0.009717299999999929,O=C1C(F)(F)OC(F)(F)C1(F)F.C[N+](=O)[O-]
O=C1CCCCC1,Brc3cc2C(=O)C(Nc2c(Br)c3)=C(Nc1c(Br)c4)C(c1cc4Br)=O,-21.32912616,678802,O=C1CCCCC1,O=C1C(=C2Nc3c(Br)cc(Br)cc3C2=O)Nc2c(Br)cc(Br)cc21,Y,-21.338934,0.009807839999997015,-0.009807839999997015,O=C1C(=C2Nc3c(Br)cc(Br)cc3C2=O)Nc2c(Br)cc(Br)cc21.O=C1CCCCC1
CN1CCCCC1=O,c(ccc1no2)cc1n2,-7.9363782999999986,553827,CN1CCCCC1=O,c1ccc2nonc2c1,Y,-7.946403999999999,0.010025700000000803,-0.010025700000000803,c1ccc2nonc2c1.CN1CCCCC1=O
CCOC(=O)c1ccccc1C(OCC)=O,OC1=CC=C(C=C1)C(=O)C1=CC=C(O)C=C1,-19.61617264,588266,CCOC(=O)c1ccccc1C(=O)OCC,O=C(c1ccc(O)cc1)c1ccc(O)cc1,Y,-19.626291000000002,0.010118360000003435,-0.010118360000003435,O=C(c1ccc(O)cc1)c1ccc(O)cc1.CCOC(=O)c1ccccc1C(=O)OCC
COCCOCCO,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc(nc2C)nc(C)c2,-22.10797068,517012,COCCOCCO,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,Y,-22.097826,0.010144679999999795,0.010144679999999795,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1.COCCOCCO
Cc1nc(C)ccc1,O=C(NC1CCCC1)Nc2ccccc2,-15.25376317,760018,Cc1cccc(C)n1,O=C(Nc1ccccc1)NC1CCCC1,Y,-15.243528,0.010235169999999627,0.010235169999999627,O=C(Nc1ccccc1)NC1CCCC1.Cc1cccc(C)n1
O1CCCC1,FC1(F)OC(C(F)(F)C1(F)F)=O,-2.87116681,843521,C1CCOC1,O=C1OC(F)(F)C(F)(F)C1(F)F,Y,-2.8608312999999996,0.010335510000000436,0.010335510000000436,O=C1OC(F)(F)C(F)(F)C1(F)F.C1CCOC1
ClC(Cl)C(O)=O,OC(C)(C)CC(C)=O,-13.93473833,820757,O=C(O)C(Cl)Cl,CC(=O)CC(C)(C)O,Y,-13.92335,0.011388330000000835,0.011388330000000835,CC(=O)CC(C)(C)O.O=C(O)C(Cl)Cl
CCCCNCCCC,Nc1nc(C)cc(O)n1,-9.88599287,686286,CCCCNCCCC,Cc1cc(O)nc(N)n1,Y,-9.874406,0.01158687000000036,0.01158687000000036,Cc1cc(O)nc(N)n1.CCCCNCCCC
OCCCCCO,CSC(=S)N=CN(C)C,-10.33155368,366737,OCCCCCO,CSC(=S)N=CN(C)C,Y,-10.343386,0.011832319999999896,-0.011832319999999896,CSC(=S)N=CN(C)C.OCCCCCO
O1CCCCC1,c(ccc51)cc1cc2ccccc2c5c6c3ccccc3cc4ccccc64,-20.09488818,790346,C1CCOCC1,c1ccc2c(-c3c4ccccc4cc4ccccc34)c3ccccc3cc2c1,Y,-20.082941,0.011947179999999946,0.011947179999999946,c1ccc2c(-c3c4ccccc4cc4ccccc34)c3ccccc3cc2c1.C1CCOCC1
OCCCCC,O=n(cc2)ccc2c1ccccc1,-12.2698546,310700,CCCCCO,[O-][n+]1ccc(-c2ccccc2)cc1,Y,-12.257734,0.012120600000001147,0.012120600000001147,[O-][n+]1ccc(-c2ccccc2)cc1.CCCCCO
OCCOCCOCCCC,OC1=C(Br)C=C(C=C1Br)C1=NC2=C(O1)C=CC=C2,-15.59428257,536092,CCCCOCCOCCO,Oc1c(Br)cc(-c2nc3ccccc3o2)cc1Br,Y,-15.606444,0.01216142999999903,-0.01216142999999903,Oc1c(Br)cc(-c2nc3ccccc3o2)cc1Br.CCCCOCCOCCO
CC(CC1)CS1(=O)=O,OC1=NC2=C(N=NN2)C(O)=N1,-21.49934006,145275,CC1CCS(=O)(=O)C1,Oc1nc(O)c2nn[nH]c2n1,Y,-21.487092999999998,0.012247060000003529,0.012247060000003529,Oc1nc(O)c2nn[nH]c2n1.CC1CCS(=O)(=O)C1
Fc1ccccc1,FC1(F)OC(C(F)(F)C1(F)F)=O,-2.77086224,860348,Fc1ccccc1,O=C1OC(F)(F)C(F)(F)C1(F)F,Y,-2.7586026,0.012259639999999905,0.012259639999999905,O=C1OC(F)(F)C(F)(F)C1(F)F.Fc1ccccc1
ClC(Cl)=O,S=C1NCCS1,-9.67528026,916278,O=C(Cl)Cl,S=C1NCCS1,Y,-9.687558000000001,0.012277740000001813,-0.012277740000001813,S=C1NCCS1.O=C(Cl)Cl
OCCCCCO,c(cc7)ccc7c9c4[nH]c(cc4)c(c6ccccc6)c(C=C3)nc3c(c5ccccc5)c(cc1)[nH]c1c(c8ccccc8)c2nc9C=C2,-29.05375199,842616,OCCCCCO,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,Y,-29.04137,0.012381989999997955,0.012381989999997955,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1.OCCCCCO
ClC(Cl)C(O)=O,OCC1COCO1,-11.99664862,666822,O=C(O)C(Cl)Cl,OCC1COCO1,Y,-12.009160000000001,0.012511380000001182,-0.012511380000001182,OCC1COCO1.O=C(O)C(Cl)Cl
ClC(Cl)C(O)=O,CC(CCC=C(C)C)CCOC(=O)C(C)=CC,-13.77864955,873678,O=C(O)C(Cl)Cl,CC=C(C)C(=O)OCCC(C)CCC=C(C)C,Y,-13.791888,0.013238449999999347,-0.013238449999999347,CC=C(C)C(=O)OCCC(C)CCC=C(C)C.O=C(O)C(Cl)Cl
