solvent,solute,DGsolv_cosmo,index,can_smiles_solvent,can_smiles_solute,Atom_bond_type_overlap_with_exp,DGsolv,AE,Signed_Err,concat_smiles
NCCCN,c(ccc1c2ccccc2c5c6c4ccccc4c3ccccc3c6)cc1c5,-16.98799941,260354,NCCCN,c1ccc2c(c1)cc(-c1cc3ccccc3c3ccccc13)c1ccccc12,Y,-16.985615,0.0023844100000012247,0.0023844100000012247,c1ccc2c(c1)cc(-c1cc3ccccc3c3ccccc13)c1ccccc12.NCCCN
O=CN,CN1CN(C)CN(C)C1,-7.71682009,646712,NC=O,CN1CN(C)CN(C)C1,Y,-7.719235,0.002414910000000603,-0.002414910000000603,CN1CN(C)CN(C)C1.NC=O
C=CC=C,Nc2ncnc1c2ncn1C,-10.92136776,389076,C=CC=C,Cn1cnc2c(N)ncnc21,Y,-10.923803,0.0024352399999987284,-0.0024352399999987284,Cn1cnc2c(N)ncnc21.C=CC=C
CCC(O)(C)C,OC(CCCC(O)=O)=O,-14.02539989,725849,CCC(C)(C)O,O=C(O)CCCC(=O)O,Y,-14.02293,0.0024698899999986423,0.0024698899999986423,O=C(O)CCCC(=O)O.CCC(C)(C)O
C(CCc1cc2)Cc1cc2,[O-]C(=O)CNC(=[NH2+])N,-9.69330651,998979,c1ccc2c(c1)CCCC2,NC(=[NH2+])NCC(=O)[O-],Y,-9.695818,0.0025114899999998386,-0.0025114899999998386,NC(=[NH2+])NCC(=O)[O-].c1ccc2c(c1)CCCC2
NCCCN,OC(c3ccccc3)(c2ccccc2)c1ccccc1,-16.52059524,719907,NCCCN,OC(c1ccccc1)(c1ccccc1)c1ccccc1,Y,-16.517925,0.0026702399999969373,0.0026702399999969373,OC(c1ccccc1)(c1ccccc1)c1ccccc1.NCCCN
Cc2c1ccccc1ccc2,FC(F)(F)C(F)(O)C(F)(F)O,-4.58609917,959724,Cc1cccc2ccccc12,OC(F)(F)C(O)(F)C(F)(F)F,Y,-4.5888143,0.002715130000000343,-0.002715130000000343,OC(F)(F)C(O)(F)C(F)(F)F.Cc1cccc2ccccc12
CCCCNCCCC,Cc1cc(ccc1)NC(=O)N,-10.7722267,714281,CCCCNCCCC,Cc1cccc(NC(N)=O)c1,Y,-10.769495,0.0027317000000000036,0.0027317000000000036,Cc1cccc(NC(N)=O)c1.CCCCNCCCC
O1CCCC1,CN1C=C(C(=O)C2=C1C=C(F)C=C2)S(C)=O,-15.42962389,248143,C1CCOC1,Cn1cc(S(C)=O)c(=O)c2ccc(F)cc21,Y,-15.426756,0.0028678900000009833,0.0028678900000009833,Cn1cc(S(C)=O)c(=O)c2ccc(F)cc21.C1CCOC1
CCCl,O=c1[nH]c([nH]cc1)=O,-11.67402558,761592,CCCl,O=c1cc[nH]c(=O)[nH]1,Y,-11.676948,0.002922419999999093,-0.002922419999999093,O=c1cc[nH]c(=O)[nH]1.CCCl
O1CCCCC1,NC1C(=O)NC(=O)NC1=O,-11.53982686,369215,C1CCOCC1,NC1C(=O)NC(=O)NC1=O,Y,-11.543039,0.003212140000000474,-0.003212140000000474,NC1C(=O)NC(=O)NC1=O.C1CCOCC1
FCCCCCCCC,OCC(CO)(CO)CC,-7.37013841,838142,CCCCCCCCF,CCC(CO)(CO)CO,Y,-7.366791,0.0033474099999999396,0.0033474099999999396,CCC(CO)(CO)CO.CCCCCCCCF
NCCCN(C)C,COc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-12.6463795,322075,CN(C)CCCN,COc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Y,-12.649976,0.0035965000000004466,-0.0035965000000004466,COc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-].CN(C)CCCN
Nc1ccccc1,CN1CCCNC1=S,-13.3663371,3374,Nc1ccccc1,CN1CCCNC1=S,Y,-13.369982,0.003644899999999396,-0.003644899999999396,CN1CCCNC1=S.Nc1ccccc1
CCNC=O,Oc1cc(O)cc(O)c1,-19.455366,791201,CCNC=O,Oc1cc(O)cc(O)c1,Y,-19.451681,0.0036850000000008265,0.0036850000000008265,Oc1cc(O)cc(O)c1.CCNC=O
NCc1ccccc1,Clc1cc(ccc1C(=O)N)N(=O)=O,-17.1854619,468965,NCc1ccccc1,NC(=O)c1ccc([N+](=O)[O-])cc1Cl,Y,-17.189802,0.004340100000000291,-0.004340100000000291,NC(=O)c1ccc([N+](=O)[O-])cc1Cl.NCc1ccccc1
ClC(Cl)C(O)=O,CC(CC1=O)=CCC1,-10.71348873,285550,O=C(O)C(Cl)Cl,CC1=CCCC(=O)C1,Y,-10.70909,0.004398730000000128,0.004398730000000128,CC1=CCCC(=O)C1.O=C(O)C(Cl)Cl
NCC,FCC(Cl)C(C(F)(F)F)C(F)(F)F,-6.18202483,455486,CCN,FCC(Cl)C(C(F)(F)F)C(F)(F)F,Y,-6.1775856,0.004439230000000016,0.004439230000000016,FCC(Cl)C(C(F)(F)F)C(F)(F)F.CCN
FC(F)C(F)C(F)(F)F,CN(C)C=S,-8.08174434,210307,FC(F)C(F)C(F)(F)F,CN(C)C=S,Y,-8.086517,0.004772660000000428,-0.004772660000000428,CN(C)C=S.FC(F)C(F)C(F)(F)F
COP(OC)(OC)=O,CNCCC=C3c1ccccc1CCc2ccccc32,-12.9405092,495419,COP(=O)(OC)OC,CNCCC=C1c2ccccc2CCc2ccccc21,Y,-12.935661,0.004848199999999636,0.004848199999999636,CNCCC=C1c2ccccc2CCc2ccccc21.COP(=O)(OC)OC
CCOP(OCC)(OCC)=O,Brc6ccc(cc6)c(c3nc9C=C3)c(cc2)[nH]c2c(c(cc5)ccc5Br)c1nc(C=C1)c(c(cc7)ccc7Br)c(cc4)[nH]c4c9c(cc8)ccc8Br,-40.18115441,695273,CCOP(=O)(OCC)OCC,Brc1ccc(-c2c3nc(c(-c4ccc(Br)cc4)c4ccc([nH]4)c(-c4ccc(Br)cc4)c4nc(c(-c5ccc(Br)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,Y,-40.186275,0.005120590000004199,-0.005120590000004199,Brc1ccc(-c2c3nc(c(-c4ccc(Br)cc4)c4ccc([nH]4)c(-c4ccc(Br)cc4)c4nc(c(-c5ccc(Br)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.CCOP(=O)(OCC)OCC
CCOc1ccccc1,CC(C2)CC1(CC2(C)C)C(C)CC(C1(O)C)=O,-11.16769038,915691,CCOc1ccccc1,CC1CC(C)(C)CC2(C1)C(C)CC(=O)C2(C)O,Y,-11.172935,0.005244620000000921,-0.005244620000000921,CC1CC(C)(C)CC2(C1)C(C)CC(=O)C2(C)O.CCOc1ccccc1
O(c2ccccc2)c1ccccc1,OB(O)O,-5.31180264,76723,c1ccc(Oc2ccccc2)cc1,OB(O)O,Y,-5.3064857,0.005316940000000159,0.005316940000000159,OB(O)O.c1ccc(Oc2ccccc2)cc1
CC(Br)Br,CN(C)c2ccc(N=Nc1ccc(cc1)N(=O)=O)cc2C,-19.8744904,369442,CC(Br)Br,Cc1cc(N=Nc2ccc([N+](=O)[O-])cc2)ccc1N(C)C,Y,-19.879923,0.005432600000002452,-0.005432600000002452,Cc1cc(N=Nc2ccc([N+](=O)[O-])cc2)ccc1N(C)C.CC(Br)Br
CNC(C)=O,ClS(=O)(=O)N=C=O,-5.31569432,236038,CNC(C)=O,O=C=NS(=O)(=O)Cl,Y,-5.3215456,0.005851279999999903,-0.005851279999999903,O=C=NS(=O)(=O)Cl.CNC(C)=O
CCCCNCCCC,Nc2ccc(N=Nc1ccccc1)cc2,-15.41619889,726481,CCCCNCCCC,Nc1ccc(N=Nc2ccccc2)cc1,Y,-15.410339,0.005859889999999979,0.005859889999999979,Nc1ccc(N=Nc2ccccc2)cc1.CCCCNCCCC
C(C=Cc1cc2)c1cc2,OC2C(O)C(CO1)OC1C2O,-9.38658716,765041,C1=Cc2ccccc2C1,OC1C2COC(O2)C(O)C1O,Y,-9.380546,0.006041159999998769,0.006041159999998769,OC1C2COC(O2)C(O)C1O.C1=Cc2ccccc2C1
CC(C)OC(C)C,CN(C)C(C)=NC(=S)N(C)C,-11.11474865,500020,CC(C)OC(C)C,CC(=NC(=S)N(C)C)N(C)C,Y,-11.108289,0.006459650000000039,0.006459650000000039,CC(=NC(=S)N(C)C)N(C)C.CC(C)OC(C)C
Ic1ccccc1,FC(F)(F)C(O)(C(F)(F)F)C(F)(F)F,-2.29610134,6395,Ic1ccccc1,OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,Y,-2.3026314,0.006530060000000226,-0.006530060000000226,OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F.Ic1ccccc1
CC1OC(OC1)=O,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-8.22565783,183334,CC1COC(=O)O1,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Y,-8.232555,0.00689717000000023,-0.00689717000000023,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl.CC1COC(=O)O1
N#CCCCCC#N,CCCCCCCC=CC=CC=O,-9.14430687,875174,N#CCCCCC#N,CCCCCCCC=CC=CC=O,Y,-9.137338,0.006968869999999683,0.006968869999999683,CCCCCCCC=CC=CC=O.N#CCCCCC#N
CNC=O,c(ccc1c2ccccc2c5c6c4ccccc4c3ccccc3c6)cc1c5,-17.48958065,337193,CNC=O,c1ccc2c(c1)cc(-c1cc3ccccc3c3ccccc13)c1ccccc12,Y,-17.496569,0.00698835000000031,-0.00698835000000031,c1ccc2c(c1)cc(-c1cc3ccccc3c3ccccc13)c1ccccc12.CNC=O
C#N,CC(=O)c(cc1)ccc1N,-14.76652724,449410,C#N,CC(=O)c1ccc(N)cc1,Y,-14.759205,0.0073222400000005905,0.0073222400000005905,CC(=O)c1ccc(N)cc1.C#N
O,C(CCP(c3ccccc3)c1ccccc1)CP(c4ccccc4)c2ccccc2,-8.17680156,72893,O,c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,Y,-8.184243,0.0074414400000009095,-0.0074414400000009095,c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1.O
FC(F)C(F)C(F)(F)F,II,-4.07500883,463303,FC(F)C(F)C(F)(F)F,II,Y,-4.0675554,0.007453429999999983,0.007453429999999983,II.FC(F)C(F)C(F)(F)F
BrC(Br)Br,NCCCCCC(=O)N,-11.98950675,678193,BrC(Br)Br,NCCCCCC(N)=O,Y,-11.981996,0.007510749999999788,0.007510749999999788,NCCCCCC(N)=O.BrC(Br)Br
OCCOCCN,OC(=O)CC1=C2NC(=O)C3=CC=CC=C3N2C2=C1C=CC=C2,-25.12152322,493507,NCCOCCO,O=C(O)Cc1c2ccccc2n2c1[nH]c(=O)c1ccccc12,Y,-25.113937,0.00758622000000031,0.00758622000000031,O=C(O)Cc1c2ccccc2n2c1[nH]c(=O)c1ccccc12.NCCOCCO
N#CCCCCC#N,Fc2c(F)c(F)c(C(c(c(F)c3F)c(F)c(F)c3F)c(c(F)c1F)c(F)c(F)c1C)c(F)c2F,-7.67323931,282259,N#CCCCCC#N,Cc1c(F)c(F)c(C(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Y,-7.680978,0.007738690000000048,-0.007738690000000048,Cc1c(F)c(F)c(C(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F.N#CCCCCC#N
ClC(Cl)(Cl)Cl,S=C1NCCN1,-8.30311371,981786,ClC(Cl)(Cl)Cl,S=C1NCCN1,Y,-8.2953005,0.007813210000000126,0.007813210000000126,S=C1NCCN1.ClC(Cl)(Cl)Cl
OCc1ccccc1,CN(C)CCCCCCN(C)C,-9.55431904,633454,OCc1ccccc1,CN(C)CCCCCCN(C)C,Y,-9.562167,0.007847960000001208,-0.007847960000001208,CN(C)CCCCCCN(C)C.OCc1ccccc1
CCOCC,CNCC(O)C(O)C(O)C(O)CO,-12.72509795,73007,CCOCC,CNCC(O)C(O)C(O)C(O)CO,Y,-12.716743,0.008354950000001082,0.008354950000001082,CNCC(O)C(O)C(O)C(O)CO.CCOCC
O=S1(CCCC1)=O,c(cc1)ccc1C(c3ccccc3)c2ccccc2,-11.30419236,80664,O=S1(=O)CCCC1,c1ccc(C(c2ccccc2)c2ccccc2)cc1,Y,-11.295697,0.008495359999999508,0.008495359999999508,c1ccc(C(c2ccccc2)c2ccccc2)cc1.O=S1(=O)CCCC1
CCCCOCCCC,OC(CCCCCCCCCCCCCCCCCCC(O)=O)=O,-22.56776156,521243,CCCCOCCCC,O=C(O)CCCCCCCCCCCCCCCCCCC(=O)O,Y,-22.576334,0.008572439999998238,-0.008572439999998238,O=C(O)CCCCCCCCCCCCCCCCCCC(=O)O.CCCCOCCCC
NCCN,O=C3c1ccccc1Nc2ccccc32,-17.9793193,257603,NCCN,O=c1c2ccccc2[nH]c2ccccc12,Y,-17.970627,0.008692299999999875,0.008692299999999875,O=c1c2ccccc2[nH]c2ccccc12.NCCN
CCNC(C)=O,Cc1c[nH]c(=O)[nH]c1=O,-15.2719559,695234,CCNC(C)=O,Cc1c[nH]c(=O)[nH]c1=O,Y,-15.26317,0.008785899999999458,0.008785899999999458,Cc1c[nH]c(=O)[nH]c1=O.CCNC(C)=O
CC(C)c1ccccc1,Nc2ncnc1c2ncn1C,-10.44401939,423620,CC(C)c1ccccc1,Cn1cnc2c(N)ncnc21,Y,-10.435149,0.008870390000000228,0.008870390000000228,Cn1cnc2c(N)ncnc21.CC(C)c1ccccc1
O,CCOC(C(F)F)=N,-2.78047471,843500,O,CCOC(=N)C(F)F,Y,-2.7715638,0.008910909999999994,0.008910909999999994,CCOC(=N)C(F)F.O
ClC(=C)C=C,c(cc1)ccc1C(c3ccccc3)c2ccccc2,-13.33734984,655726,C=CC(=C)Cl,c1ccc(C(c2ccccc2)c2ccccc2)cc1,Y,-13.346278,0.008928159999999963,-0.008928159999999963,c1ccc(C(c2ccccc2)c2ccccc2)cc1.C=CC(=C)Cl
COC(CC#N)=O,Cc1[nH]c(=O)[nH]c(=O)c1,-14.30071066,424240,COC(=O)CC#N,Cc1cc(=O)[nH]c(=O)[nH]1,Y,-14.309658,0.008947340000000636,-0.008947340000000636,Cc1cc(=O)[nH]c(=O)[nH]1.COC(=O)CC#N
Cc1cc(C)cc(C)c1,OC(CC(O)=O)(CC(O)=O)C(O)=O,-11.45477012,350220,Cc1cc(C)cc(C)c1,O=C(O)CC(O)(CC(=O)O)C(=O)O,Y,-11.463769,0.008998880000000042,-0.008998880000000042,O=C(O)CC(O)(CC(=O)O)C(=O)O.Cc1cc(C)cc(C)c1
CS(C)=O,CCCC(Cl)=N,-5.09865062,486508,CS(C)=O,CCCC(=N)Cl,Y,-5.1076503,0.00899968000000051,-0.00899968000000051,CCCC(=N)Cl.CS(C)=O
BrC(Br)Br,c(cc1)ccc1C(c3ccccc3)c2ccccc2,-13.2505347,165805,BrC(Br)Br,c1ccc(C(c2ccccc2)c2ccccc2)cc1,Y,-13.241497,0.009037699999998594,0.009037699999998594,c1ccc(C(c2ccccc2)c2ccccc2)cc1.BrC(Br)Br
CC(CC(C)=O)=O,FC1(F)C(F)(F)C(C(F)(F)C1(F)F)=O,-0.87521545,36852,CC(=O)CC(C)=O,O=C1C(F)(F)C(F)(F)C(F)(F)C1(F)F,Y,-0.866081,0.009134450000000016,0.009134450000000016,O=C1C(F)(F)C(F)(F)C(F)(F)C1(F)F.CC(=O)CC(C)=O
Oc1cc(C)ccc1,COCCOCCOCCOCCOCCOCCOCCOCCOC,-25.21950788,677609,Cc1cccc(O)c1,COCCOCCOCCOCCOCCOCCOCCOCCOC,Y,-25.228647,0.00913912000000039,-0.00913912000000039,COCCOCCOCCOCCOCCOCCOCCOCCOC.Cc1cccc(O)c1
O=S1(CCCC1)=O,c(cc2ccc4c6)c1ccc3ccc(ccc5c6)c7c3c1c2c4c75,-15.43991118,399838,O=S1(=O)CCCC1,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,Y,-15.449307,0.009395819999999944,-0.009395819999999944,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61.O=S1(=O)CCCC1
O=CN,FC(F)(OC1(F)F)OC(F)(F)C1(F)F,0.77353643,53496,NC=O,FC1(F)OC(F)(F)C(F)(F)C(F)(F)O1,Y,0.7830419,0.009505469999999905,0.009505469999999905,FC1(F)OC(F)(F)C(F)(F)C(F)(F)O1.NC=O
CN1CCCC1,N#CC(c(c2F)c(F)c(F)nc2F)c(c1F)c(F)c(F)nc1F,-11.66925946,568597,CN1CCCC1,N#CC(c1c(F)c(F)nc(F)c1F)c1c(F)c(F)nc(F)c1F,Y,-11.67883,0.00957054000000035,-0.00957054000000035,N#CC(c1c(F)c(F)nc(F)c1F)c1c(F)c(F)nc(F)c1F.CN1CCCC1
COC(CC#N)=O,Fc1c(F)c(F)c(C(c(c(F)c2F)c(F)c(F)c2F)c(c(F)c3F)c(F)c(F)c3Cl)c(F)c1F,-8.2457952,711792,COC(=O)CC#N,Fc1c(F)c(F)c(C(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(Cl)c(F)c2F)c(F)c1F,Y,-8.236214,0.009581199999999512,0.009581199999999512,Fc1c(F)c(F)c(C(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(Cl)c(F)c2F)c(F)c1F.COC(=O)CC#N
NCCCC,COC(O)(C(F)(F)F)C(F)(F)F,-10.56497003,444089,CCCCN,COC(O)(C(F)(F)F)C(F)(F)F,Y,-10.574565,0.009594970000000203,-0.009594970000000203,COC(O)(C(F)(F)F)C(F)(F)F.CCCCN
CCCCCCCCN(CCCCCCCC)CCCCCCCC,OS(c2c1ccccc1ccc2)(=O)=O,-12.95740055,399920,CCCCCCCCN(CCCCCCCC)CCCCCCCC,O=S(=O)(O)c1cccc2ccccc12,Y,-12.967143,0.009742450000000957,-0.009742450000000957,O=S(=O)(O)c1cccc2ccccc12.CCCCCCCCN(CCCCCCCC)CCCCCCCC
Oc1cc(C)ccc1,Oc2ccccc2c1ccccc1,-10.18078706,344512,Cc1cccc(O)c1,Oc1ccccc1-c1ccccc1,Y,-10.190696,0.009908940000000754,-0.009908940000000754,Oc1ccccc1-c1ccccc1.Cc1cccc(O)c1
OCC(O)CC,FC1(F)C(F)(F)C(C(F)(F)C1(F)F)=O,-1.12605451,371214,CCC(O)CO,O=C1C(F)(F)C(F)(F)C(F)(F)C1(F)F,Y,-1.1361805,0.01012599000000014,-0.01012599000000014,O=C1C(F)(F)C(F)(F)C(F)(F)C1(F)F.CCC(O)CO
CC(CC1)CS1(=O)=O,CC1(C)N=C(N)N=C(N)N1C1=CC=C(Cl)C=C1,-17.02954941,163964,CC1CCS(=O)(=O)C1,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,Y,-17.019407,0.010142410000000268,0.010142410000000268,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1.CC1CCS(=O)(=O)C1
CCN(CC)CC,Nc2c1C(=O)NC(c1c(N)cc2)=O,-10.08500966,359333,CCN(CC)CC,Nc1ccc(N)c2c1C(=O)NC2=O,Y,-10.095177,0.010167339999998859,-0.010167339999998859,Nc1ccc(N)c2c1C(=O)NC2=O.CCN(CC)CC
OCC(C)C,c(cc1)ccc1C(c3ccccc3)c2ccccc2,-12.2609123,926881,CC(C)CO,c1ccc(C(c2ccccc2)c2ccccc2)cc1,Y,-12.271268,0.010355699999999857,-0.010355699999999857,c1ccc(C(c2ccccc2)c2ccccc2)cc1.CC(C)CO
COP(OC)(OC)=O,NCc1cc(C(F)(F)F)ccc1,-7.68309687,729580,COP(=O)(OC)OC,NCc1cccc(C(F)(F)F)c1,Y,-7.693565,0.010468130000000464,-0.010468130000000464,NCc1cccc(C(F)(F)F)c1.COP(=O)(OC)OC
CCCCC(C)=O,O=S(=O)(N)NCCc1ccccc1,-14.31191379,308200,CCCCC(C)=O,NS(=O)(=O)NCCc1ccccc1,Y,-14.322632,0.010718210000000283,-0.010718210000000283,NS(=O)(=O)NCCc1ccccc1.CCCCC(C)=O
CCCCCN(CCCCC)CCCCC,NCC(F)N,-2.06352039,894304,CCCCCN(CCCCC)CCCCC,NCC(N)F,Y,-2.074304,0.010783610000000277,-0.010783610000000277,NCC(N)F.CCCCCN(CCCCC)CCCCC
ClCC(C)C,NC1=NC(CCC2=CC3=C(C=CN3)C=C2)=CC(=O)N1,-20.77690934,906923,CC(C)CCl,Nc1nc(CCc2ccc3cc[nH]c3c2)cc(=O)[nH]1,Y,-20.788157,0.011247660000002213,-0.011247660000002213,Nc1nc(CCc2ccc3cc[nH]c3c2)cc(=O)[nH]1.CC(C)CCl
O,CCCCCCCC=CC=CC=O,-4.74179511,182046,O,CCCCCCCC=CC=CC=O,Y,-4.7530785,0.011283390000000004,-0.011283390000000004,CCCCCCCC=CC=CC=O.O
CCOC(C)(C)C,OC(CCCC(O)=O)=O,-12.90565193,509129,CCOC(C)(C)C,O=C(O)CCCC(=O)O,Y,-12.917098,0.011446069999999864,-0.011446069999999864,O=C(O)CCCC(=O)O.CCOC(C)(C)C
Oc1cc(C)ccc1,CNCCCN3c1ccccc1CCc2ccccc32,-17.30406728,568801,Cc1cccc(O)c1,CNCCCN1c2ccccc2CCc2ccccc21,Y,-17.292479,0.01158828000000156,0.01158828000000156,CNCCCN1c2ccccc2CCc2ccccc21.Cc1cccc(O)c1
C#N,CCCCOCC1OC1,-8.84754436,295749,C#N,CCCCOCC1CO1,Y,-8.859149,0.011604639999999833,-0.011604639999999833,CCCCOCC1CO1.C#N
OCC1CCCO1,c(ccc3c5c1ccccc1c2ccccc2c5c4ccccc64)cc63,-18.25544878,747324,OCC1CCCO1,c1ccc2c(c1)c1ccccc1c1c3ccccc3c3ccccc3c21,Y,-18.267185,0.011736220000003073,-0.011736220000003073,c1ccc2c(c1)c1ccccc1c1c3ccccc3c3ccccc3c21.OCC1CCCO1
ClC(Cl)Cl,O=C2NC=Nc1[nH]ncc21,-11.24013401,963401,ClC(Cl)Cl,O=c1[nH]cnc2[nH]ncc12,Y,-11.252222,0.012087989999999493,-0.012087989999999493,O=c1[nH]cnc2[nH]ncc12.ClC(Cl)Cl
CNC=O,Nc2c1nn[nH]c1ncn2,-17.38108297,652813,CNC=O,Nc1ncnc2[nH]nnc12,Y,-17.393303,0.012220029999998161,-0.012220029999998161,Nc1ncnc2[nH]nnc12.CNC=O
O=CN,COC(=O)C(Cc1ccccc1)NC(C(N)CC(O)=O)=O,-20.97472908,339558,NC=O,COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,Y,-20.986979,0.012249920000002135,-0.012249920000002135,COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O.NC=O
O=Cc1occc1,c(cc1)ccc1C(c3ccccc3)c2ccccc2,-12.47489898,457948,O=Cc1ccco1,c1ccc(C(c2ccccc2)c2ccccc2)cc1,Y,-12.487261,0.012362019999999418,-0.012362019999999418,c1ccc(C(c2ccccc2)c2ccccc2)cc1.O=Cc1ccco1
Brc2c1ccccc1ccc2,FC(F)(F)C(F)(O)C(F)(F)O,-4.13610964,751188,Brc1cccc2ccccc12,OC(F)(F)C(O)(F)C(F)(F)F,Y,-4.148586,0.012476359999999964,-0.012476359999999964,OC(F)(F)C(O)(F)C(F)(F)F.Brc1cccc2ccccc12
COCCO,CC(C)C(O)CCC1C(C)CCCC1(C)C,-10.34475884,289900,COCCO,CC(C)C(O)CCC1C(C)CCCC1(C)C,Y,-10.357393,0.012634159999999284,-0.012634159999999284,CC(C)C(O)CCC1C(C)CCCC1(C)C.COCCO
Nc1ccccc1,c(cn1)cnc1c2ncccn2,-14.90042618,30890,Nc1ccccc1,c1cnc(-c2ncccn2)nc1,Y,-14.913081,0.012654819999999845,-0.012654819999999845,c1cnc(-c2ncccn2)nc1.Nc1ccccc1
