solvent,solute,DGsolv_cosmo,index,can_smiles_solvent,can_smiles_solute,Atom_bond_type_overlap_with_exp,DGsolv,AE,Signed_Err,concat_smiles
CNc1ccccc1,OC(COc2ccccc2)CN(CC(O)COc3ccccc3)c1ccccc1,-21.63298485,914332,CNc1ccccc1,OC(COc1ccccc1)CN(CC(O)COc1ccccc1)c1ccccc1,Y,-21.635122,0.002137149999999366,-0.002137149999999366,OC(COc1ccccc1)CN(CC(O)COc1ccccc1)c1ccccc1.CNc1ccccc1
NC(C)C,CC1=CC2=NC3=C(N=C2C=C1C)C(=O)NC(=O)N3,-23.08742697,522061,CC(C)N,Cc1cc2nc3[nH]c(=O)[nH]c(=O)c3nc2cc1C,Y,-23.089737,0.002310030000000296,-0.002310030000000296,Cc1cc2nc3[nH]c(=O)[nH]c(=O)c3nc2cc1C.CC(C)N
CC#N,CN2C3CCC2CC(C3C(OC)=O)OC(=O)c1ccccc1,-14.08961881,276740,CC#N,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,Y,-14.092171,0.0025521900000011755,-0.0025521900000011755,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C.CC#N
ClC(Cl)C(O)=O,CC(OCC=C(C)CCC=C(C)CCC=C(C)C)=O,-15.38580096,373457,O=C(O)C(Cl)Cl,CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C,Y,-15.388359,0.002558040000000261,-0.002558040000000261,CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C.O=C(O)C(Cl)Cl
CC(C)=O,OC(=O)c(cccc1O)c1O,-13.48875685,824965,CC(C)=O,O=C(O)c1cccc(O)c1O,Y,-13.491658,0.002901149999999575,-0.002901149999999575,O=C(O)c1cccc(O)c1O.CC(C)=O
ClC(=C)C=C,CC(C)C(C(F)(F)F)=N,-4.31008918,236764,C=CC(=C)Cl,CC(C)C(=N)C(F)(F)F,Y,-4.3130183,0.0029291200000001183,-0.0029291200000001183,CC(C)C(=N)C(F)(F)F.C=CC(=C)Cl
CCNCC,CC1=C(C=CC2=NC(N)=NC(N)=C12)C1=CC=CC=C1,-16.47854017,619912,CCNCC,Cc1c(-c2ccccc2)ccc2nc(N)nc(N)c12,Y,-16.475243,0.0032971699999997384,0.0032971699999997384,Cc1c(-c2ccccc2)ccc2nc(N)nc(N)c12.CCNCC
O=S=O,c(cc1)ccc1C=C(c3ccccc3)c2ccccc2,-13.72823925,907516,O=S=O,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,Y,-13.731567,0.0033277500000004068,-0.0033277500000004068,C(=C(c1ccccc1)c1ccccc1)c1ccccc1.O=S=O
Cc1ccc(C)cc1,c(cc4)ccc4C(c5ccccc5)(c3ccccc3)C6C=CC(=C(c2ccccc2)c1ccccc1)C=C6,-24.80856051,713118,Cc1ccc(C)cc1,C1=CC(C(c2ccccc2)(c2ccccc2)c2ccccc2)C=CC1=C(c1ccccc1)c1ccccc1,Y,-24.805166,0.003394509999999684,0.003394509999999684,C1=CC(C(c2ccccc2)(c2ccccc2)c2ccccc2)C=CC1=C(c1ccccc1)c1ccccc1.Cc1ccc(C)cc1
NCCCN,O=N(=O)c1[nH]ccn1,-15.50082591,31176,NCCCN,O=[N+]([O-])c1ncc[nH]1,Y,-15.497285,0.003540909999999897,0.003540909999999897,O=[N+]([O-])c1ncc[nH]1.NCCCN
N1CCCC1,ClO,-8.63267859,609366,C1CCNC1,OCl,Y,-8.636401,0.003722409999999954,-0.003722409999999954,OCl.C1CCNC1
CNC(C)=O,FC(F)(Cl)C(F)(F)OC(C(F)(F)F)=O,-1.80251451,596376,CNC(C)=O,O=C(OC(F)(F)C(F)(F)Cl)C(F)(F)F,Y,-1.7983217,0.004192809999999936,0.004192809999999936,O=C(OC(F)(F)C(F)(F)Cl)C(F)(F)F.CNC(C)=O
COCCOCCOC,FC(F)(Cl)C(F)(F)OC(C(F)(F)F)=O,-2.24702401,733298,COCCOCCOC,O=C(OC(F)(F)C(F)(F)Cl)C(F)(F)F,Y,-2.2512949,0.004270889999999916,-0.004270889999999916,O=C(OC(F)(F)C(F)(F)Cl)C(F)(F)F.COCCOCCOC
N1CCCC1,O=C(c1ccncc1)N,-14.71941369,174596,C1CCNC1,NC(=O)c1ccncc1,Y,-14.715034,0.00437969000000038,0.00437969000000038,NC(=O)c1ccncc1.C1CCNC1
CC(C)OC(C)C,OC(CSCC(O)=O)=O,-14.56298723,609388,CC(C)OC(C)C,O=C(O)CSCC(=O)O,Y,-14.567638,0.0046507700000013585,-0.0046507700000013585,O=C(O)CSCC(=O)O.CC(C)OC(C)C
CN1CCN(C)C1=O,c(cc2ccc4c6)c1ccc3ccc(ccc5c6)c7c3c1c2c4c75,-17.13621688,712371,CN1CCN(C)C1=O,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,Y,-17.131147,0.005069880000000637,0.005069880000000637,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61.CN1CCN(C)C1=O
CN1CCN(C)C1=O,CP(Cl)(Cl)=O,-7.37369737,489990,CN1CCN(C)C1=O,CP(=O)(Cl)Cl,Y,-7.368567,0.005130370000000717,0.005130370000000717,CP(=O)(Cl)Cl.CN1CCN(C)C1=O
Cc1ccccn1,Oc1ccc(O)cc1,-15.12622249,254575,Cc1ccccn1,Oc1ccc(O)cc1,Y,-15.121071,0.00515148999999937,0.00515148999999937,Oc1ccc(O)cc1.Cc1ccccn1
C(c2ccccc2)c1ccccc1,COc(ccc2C(=O)c(ccc1)cc1C(F)(F)F)cc2O,-13.62363177,9880,c1ccc(Cc2ccccc2)cc1,COc1ccc(C(=O)c2cccc(C(F)(F)F)c2)c(O)c1,Y,-13.628797,0.005165230000001131,-0.005165230000001131,COc1ccc(C(=O)c2cccc(C(F)(F)F)c2)c(O)c1.c1ccc(Cc2ccccc2)cc1
O1CCCCC1,NC(=O)C1=C(N)N=C2OC3=C(C=C(F)C=C3)C(=O)C2=C1,-17.94658128,687711,C1CCOCC1,NC(=O)c1cc2c(=O)c3cc(F)ccc3oc2nc1N,Y,-17.941381,0.00520028000000039,0.00520028000000039,NC(=O)c1cc2c(=O)c3cc(F)ccc3oc2nc1N.C1CCOCC1
ICI,SC#N,-5.09195776,244489,ICI,N#CS,Y,-5.0866923,0.0052654599999995,0.0052654599999995,N#CS.ICI
ClC(Cl)C(O)=O,CCC=CCCOC(C1CC1)=O,-10.39625975,897283,O=C(O)C(Cl)Cl,CCC=CCCOC(=O)C1CC1,Y,-10.401993,0.005733249999998691,-0.005733249999998691,CCC=CCCOC(=O)C1CC1.O=C(O)C(Cl)Cl
BrC(Br)Br,Fn1nccn1,-4.71424146,850929,BrC(Br)Br,Fn1nccn1,Y,-4.708454,0.005787460000000522,0.005787460000000522,Fn1nccn1.BrC(Br)Br
ClB(Cl)Cl,COc(ccc1n(c2C)C(c(cc3)ccc3Cl)=O)cc1c2CC(O)=O,-17.70303238,725744,ClB(Cl)Cl,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Y,-17.708838,0.005805620000000289,-0.005805620000000289,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1.ClB(Cl)Cl
C1OCCOC1,OC2C(O)C(CO1)OC1C2O,-12.39816721,679644,C1COCCO1,OC1C2COC(O2)C(O)C1O,Y,-12.403978,0.005810789999999955,-0.005810789999999955,OC1C2COC(O2)C(O)C1O.C1COCCO1
OCCOCCCC,OC2C(O)C(CO1)OC1C2O,-11.75773529,802904,CCCCOCCO,OC1C2COC(O2)C(O)C1O,Y,-11.763582,0.005846710000000144,-0.005846710000000144,OC1C2COC(O2)C(O)C1O.CCCCOCCO
CCN(CC)CC,CC1(C)C(C1C(OC(C#N)c(ccc3F)cc3Oc2ccccc2)=O)C=C(Cl)Cl,-18.00411069,72021,CCN(CC)CC,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,Y,-18.010084,0.005973309999998122,-0.005973309999998122,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1.CCN(CC)CC
OCCC(O)C,COc3ccc(cc3)NC(c1ccc(cc1)C(=O)Nc(cc2)ccc2OC)=O,-26.78868255,761256,CC(O)CCO,COc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(OC)cc3)cc2)cc1,Y,-26.794708,0.006025449999999211,-0.006025449999999211,COc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(OC)cc3)cc2)cc1.CC(O)CCO
CNC(C)=O,c(ccc51)cc1cc2ccccc2c5c6c3ccccc3cc4ccccc64,-17.29909067,771965,CNC(C)=O,c1ccc2c(-c3c4ccccc4cc4ccccc34)c3ccccc3cc2c1,Y,-17.305227,0.006136330000000356,-0.006136330000000356,c1ccc2c(-c3c4ccccc4cc4ccccc34)c3ccccc3cc2c1.CNC(C)=O
N#CCc1ccccc1,CN2C3CCC2CC(C3C(OC)=O)OC(=O)c1ccccc1,-14.66093627,614865,N#CCc1ccccc1,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,Y,-14.667183,0.00624672999999909,-0.00624672999999909,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C.N#CCc1ccccc1
Cc1cc(C)ccc1,c(cc4)ccc4C(c5ccccc5)(c3ccccc3)C6C=CC(=C(c2ccccc2)c1ccccc1)C=C6,-24.8049871,290984,Cc1cccc(C)c1,C1=CC(C(c2ccccc2)(c2ccccc2)c2ccccc2)C=CC1=C(c1ccccc1)c1ccccc1,Y,-24.811426,0.006438899999999137,-0.006438899999999137,C1=CC(C(c2ccccc2)(c2ccccc2)c2ccccc2)C=CC1=C(c1ccccc1)c1ccccc1.Cc1cccc(C)c1
CCOC(=O)c1ccccc1C(OCC)=O,CN2C3CCC2CC(C3C(OC)=O)OC(=O)c1ccccc1,-14.20143189,916368,CCOC(=O)c1ccccc1C(=O)OCC,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,Y,-14.194895,0.006536889999999573,0.006536889999999573,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C.CCOC(=O)c1ccccc1C(=O)OCC
CCOC(C)(C)C,Nc1cc(ccc1)C(=O)N,-10.45363052,22516,CCOC(C)(C)C,NC(=O)c1cccc(N)c1,Y,-10.44708,0.006550520000001114,0.006550520000001114,NC(=O)c1cccc(N)c1.CCOC(C)(C)C
O,O=C(N)c1ccc(cc1)C(=O)N,-19.76231804,836679,O,NC(=O)c1ccc(C(N)=O)cc1,Y,-19.755653,0.006665040000001454,0.006665040000001454,NC(=O)c1ccc(C(N)=O)cc1.O
NCCN,O=C(NC1=O)NC(=O)C1=O,-20.12557514,520738,NCCN,O=C1NC(=O)C(=O)C(=O)N1,Y,-20.132627,0.007051860000000687,-0.007051860000000687,O=C1NC(=O)C(=O)C(=O)N1.NCCN
NCCC,ClC(Cl)C(F)(F)O,-12.832977,944898,CCCN,OC(F)(F)C(Cl)Cl,Y,-12.825901,0.007075999999999638,0.007075999999999638,OC(F)(F)C(Cl)Cl.CCCN
Oc1cc(C)ccc1,NCCc1[nH]cnc1,-16.79164099,2970,Cc1cccc(O)c1,NCCc1cnc[nH]1,Y,-16.784544,0.007096990000000858,0.007096990000000858,NCCc1cnc[nH]1.Cc1cccc(O)c1
CC(CC(C)=O)=O,Nc1ccncc1,-10.26612346,440458,CC(=O)CC(C)=O,Nc1ccncc1,Y,-10.25896,0.007163459999999233,0.007163459999999233,Nc1ccncc1.CC(=O)CC(C)=O
CN(=O)=O,FC(F)(F)C=N,-3.10884567,441062,C[N+](=O)[O-],N=CC(F)(F)F,Y,-3.1016526,0.007193070000000024,0.007193070000000024,N=CC(F)(F)F.C[N+](=O)[O-]
CCN(CC)CC,CC1OC(C)=C(O)C1=O,-6.39555265,719271,CCN(CC)CC,CC1=C(O)C(=O)C(C)O1,Y,-6.388326,0.007226649999999779,0.007226649999999779,CC1=C(O)C(=O)C(C)O1.CCN(CC)CC
CC(C)C(C)C,COc(ccc2C(=O)c(cc1)ccc1C(F)(F)F)cc2O,-12.17197659,660090,CC(C)C(C)C,COc1ccc(C(=O)c2ccc(C(F)(F)F)cc2)c(O)c1,Y,-12.179403,0.0074264100000007716,-0.0074264100000007716,COc1ccc(C(=O)c2ccc(C(F)(F)F)cc2)c(O)c1.CC(C)C(C)C
c1ccccc1,c(cc7)ccc7c9c4[nH]c(cc4)c(c6ccccc6)c(C=C3)nc3c(c5ccccc5)c(cc1)[nH]c1c(c8ccccc8)c2nc9C=C2,-33.12452848,113462,c1ccccc1,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,Y,-33.132202,0.007673519999997325,-0.007673519999997325,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1.c1ccccc1
COCCOCCO,OCC(O)COC1CC(C)CCC1C(C)C,-11.58227695,756452,COCCOCCO,CC1CCC(C(C)C)C(OCC(O)CO)C1,Y,-11.57458,0.007696950000001479,0.007696950000001479,CC1CCC(C(C)C)C(OCC(O)CO)C1.COCCOCCO
c2nc1ccccc1cc2,CCC(=C4CC)c5cc(c3CC)[nH]c(cc(C(CC)=C2CC)nc2cc(c1CC)[nH]c(cc4n5)c1CC)c3CC,-27.34981266,494917,c1ccc2ncccc2c1,CCC1=C(CC)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CC)c5CC)C(CC)=C4CC)c(CC)c3CC,Y,-27.342022,0.0077906600000012816,0.0077906600000012816,CCC1=C(CC)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CC)c5CC)C(CC)=C4CC)c(CC)c3CC.c1ccc2ncccc2c1
CCCCN(CCCC)CCCC,Cc1cc(ccc1)NC(=O)N,-6.71821701,166163,CCCCN(CCCC)CCCC,Cc1cccc(NC(N)=O)c1,Y,-6.710316,0.00790101000000032,0.00790101000000032,Cc1cccc(NC(N)=O)c1.CCCCN(CCCC)CCCC
ClC(Cl)Cl,OC(C)C(O)C(O)C(O)C=O,-9.07563781,925249,ClC(Cl)Cl,CC(O)C(O)C(O)C(O)C=O,Y,-9.067642,0.007995810000000603,0.007995810000000603,CC(O)C(O)C(O)C(O)C=O.ClC(Cl)Cl
N1CCCC1,CC(C)CCCC(C)CCOC(C(O)C)=O,-11.333557199999998,891284,C1CCNC1,CC(C)CCCC(C)CCOC(=O)C(C)O,Y,-11.341776,0.008218800000001636,-0.008218800000001636,CC(C)CCCC(C)CCOC(=O)C(C)O.C1CCNC1
CC(=O)c1ccccc1,Nc2ncnc1c2ncn1C,-12.06612853,258731,CC(=O)c1ccccc1,Cn1cnc2c(N)ncnc21,Y,-12.057785,0.008343529999999433,0.008343529999999433,Cn1cnc2c(N)ncnc21.CC(=O)c1ccccc1
N1CCCC1,Oc2ccccc2C(Oc1ccccc1)=O,-11.75545802,45937,C1CCNC1,O=C(Oc1ccccc1)c1ccccc1O,Y,-11.746993,0.008465020000000933,0.008465020000000933,O=C(Oc1ccccc1)c1ccccc1O.C1CCNC1
C1CC=CCC1,c(ccc1c2ccccc2c5c6c4ccccc4c3ccccc3c6)cc1c5,-19.91991149,479906,C1=CCCCC1,c1ccc2c(c1)cc(-c1cc3ccccc3c3ccccc13)c1ccccc12,Y,-19.928444,0.008532509999998439,-0.008532509999998439,c1ccc2c(c1)cc(-c1cc3ccccc3c3ccccc13)c1ccccc12.C1=CCCCC1
CCC(C)c1ccccc1,OC1=C(Br)C=C(C=C1Br)C1=NC2=C(O1)C=CC=C2,-14.93945239,85372,CCC(C)c1ccccc1,Oc1c(Br)cc(-c2nc3ccccc3o2)cc1Br,Y,-14.930702,0.008750389999999442,0.008750389999999442,Oc1c(Br)cc(-c2nc3ccccc3o2)cc1Br.CCC(C)c1ccccc1
COCCOCCOCCO,NCCc1[nH]cnc1,-12.93920711,918212,COCCOCCOCCO,NCCc1cnc[nH]1,Y,-12.948015,0.00880788999999993,-0.00880788999999993,NCCc1cnc[nH]1.COCCOCCOCCO
C=Cc1ccccc1,NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1,-14.25758829,810340,C=Cc1ccccc1,Nc1ccc(/N=N/c2ccccc2)c(N)n1,Y,-14.248299,0.009289289999999895,0.009289289999999895,Nc1ccc(/N=N/c2ccccc2)c(N)n1.C=Cc1ccccc1
NCCCN(C)C,Oc2ccccc2C(Oc1ccccc1)=O,-11.55031834,725591,CN(C)CCCN,O=C(Oc1ccccc1)c1ccccc1O,Y,-11.559681,0.009362659999998968,-0.009362659999998968,O=C(Oc1ccccc1)c1ccccc1O.CN(C)CCCN
BrC(Br)C(Br)Br,O=N(=O)N=C(N)N,-13.62429131,626586,BrC(Br)C(Br)Br,NC(N)=N[N+](=O)[O-],Y,-13.614898,0.009393310000000099,0.009393310000000099,NC(N)=N[N+](=O)[O-].BrC(Br)C(Br)Br
SC,[NH3+]C(CC(=O)N)C([O-])=O,-13.64400981,988218,CS,NC(=O)CC([NH3+])C(=O)[O-],Y,-13.634607,0.009402809999999207,0.009402809999999207,NC(=O)CC([NH3+])C(=O)[O-].CS
OCCO,O=S(Cc2ccccc2)Cc1ccccc1,-13.59501688,650064,OCCO,O=S(Cc1ccccc1)Cc1ccccc1,Y,-13.585459,0.00955787999999913,0.00955787999999913,O=S(Cc1ccccc1)Cc1ccccc1.OCCO
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,c(ccc51)cc1cc2ccccc2c5c6c3ccccc3cc4ccccc64,-18.7537832,422797,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,c1ccc2c(-c3c4ccccc4cc4ccccc34)c3ccccc3cc2c1,Y,-18.763426,0.009642799999998175,-0.009642799999998175,c1ccc2c(-c3c4ccccc4cc4ccccc34)c3ccccc3cc2c1.CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC
CCCCNCCCC,CC1=C(C=CC2=NC(N)=NC(N)=C12)C1=CC=CC=C1,-14.61911359,810319,CCCCNCCCC,Cc1c(-c2ccccc2)ccc2nc(N)nc(N)c12,Y,-14.609467,0.009646589999999122,0.009646589999999122,Cc1c(-c2ccccc2)ccc2nc(N)nc(N)c12.CCCCNCCCC
ICI,OC(C)(C)C(CC2)OC2(C)C1CC=C(C)CC1,-11.6388286,702595,ICI,CC1=CCC(C2(C)CCC(C(C)(C)O)O2)CC1,Y,-11.628974,0.009854600000000602,0.009854600000000602,CC1=CCC(C2(C)CCC(C(C)(C)O)O2)CC1.ICI
CCCCCCCCCCCCCCCC,OCCN(CC)c1ccc(N=Nc2ccc(cc2Cl)N(=O)=O)cc1,-16.72830676,939329,CCCCCCCCCCCCCCCC,CCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,Y,-16.738266,0.009959240000000591,-0.009959240000000591,CCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1.CCCCCCCCCCCCCCCC
CCCCCCCCN(CCCCCCCC)CCCCCCCC,OCC(O)C1OC(=O)C(O)=C1O,-7.83205145,294558,CCCCCCCCN(CCCCCCCC)CCCCCCCC,O=C1OC(C(O)CO)C(O)=C1O,Y,-7.8214755,0.010575949999999779,0.010575949999999779,O=C1OC(C(O)CO)C(O)=C1O.CCCCCCCCN(CCCCCCCC)CCCCCCCC
Cc1nc(C)ccc1,ClCCOP(OCCCl)(Oc(ccc1C(C)=C2Cl)cc1OC2=O)=O,-21.85238262,708361,Cc1cccc(C)n1,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12,Y,-21.841799,0.010583619999998461,0.010583619999998461,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12.Cc1cccc(C)n1
CC(C)=O,Nc2ncnc1c2ncn1C,-13.14178441,436461,CC(C)=O,Cn1cnc2c(N)ncnc21,Y,-13.131166,0.010618409999999301,0.010618409999999301,Cn1cnc2c(N)ncnc21.CC(C)=O
OCCO,O=N(=O)c(cc2N(=O)=O)cc(c2c(n4)nc(nc4c3c(cc(cc3N(=O)=O)N(=O)=O)N(=O)=O)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,-32.63125318,734579,OCCO,O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2nc(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])nc(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])n2)c([N+](=O)[O-])c1,Y,-32.641914,0.010660819999998239,-0.010660819999998239,O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2nc(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])nc(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])n2)c([N+](=O)[O-])c1.OCCO
NCCN,Cc1ccc(cc1)C(=S)N(C)C,-9.38421247,208813,NCCN,Cc1ccc(C(=S)N(C)C)cc1,Y,-9.373477,0.010735470000000191,0.010735470000000191,Cc1ccc(C(=S)N(C)C)cc1.NCCN
CCCCOC(=O)c1ccccc1C(OCCCC)=O,Oc1ccc(Nc2ccc(cc2N(=O)=O)N(=O)=O)cc1,-20.41690867,790639,CCCCOC(=O)c1ccccc1C(=O)OCCCC,O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1,Y,-20.427706,0.01079732999999905,-0.01079732999999905,O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1.CCCCOC(=O)c1ccccc1C(=O)OCCCC
C1OCCOC1,FC(F)(F)C(F)(F)C(F)(F)C(N)(C)C,-4.88921529,702746,C1COCCO1,CC(C)(N)C(F)(F)C(F)(F)C(F)(F)F,Y,-4.878397,0.010818290000000452,0.010818290000000452,CC(C)(N)C(F)(F)C(F)(F)C(F)(F)F.C1COCCO1
CC(CC1)CS1(=O)=O,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,-7.5329856,62493,CC1CCS(=O)(=O)C1,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Y,-7.54388,0.010894399999999749,-0.010894399999999749,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CC1CCS(=O)(=O)C1
n1ccccc1,CCCC(Cl)=N,-5.43029123,371622,c1ccncc1,CCCC(=N)Cl,Y,-5.419376,0.010915230000000165,0.010915230000000165,CCCC(=N)Cl.c1ccncc1
Oc1cc(C)ccc1,COC(=O)C(Cc1ccccc1)NC(C(N)CC(O)=O)=O,-21.44133678,304493,Cc1cccc(O)c1,COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,Y,-21.452326,0.010989219999999023,-0.010989219999999023,COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O.Cc1cccc(O)c1
Cc1ccc(C)cc1,NNC(=O)C(=O)NN,-7.42246838,804539,Cc1ccc(C)cc1,NNC(=O)C(=O)NN,Y,-7.4336295,0.01116112000000058,-0.01116112000000058,NNC(=O)C(=O)NN.Cc1ccc(C)cc1
