solvent,solute,DGsolv_cosmo,index,can_smiles_solvent,can_smiles_solute,Atom_bond_type_overlap_with_exp,DGsolv,AE,Signed_Err,concat_smiles
CCOCC,FN(F)N(F)F,-0.09494575,712226,CCOCC,FN(F)N(F)F,Y,-0.09444548,0.0005002699999999971,0.0005002699999999971,FN(F)N(F)F.CCOCC
CCOP(OCC)(OCC)=O,C#CC=O,-4.27705014,655047,CCOP(=O)(OCC)OCC,C#CC=O,Y,-4.27654,0.0005101400000002698,0.0005101400000002698,C#CC=O.CCOP(=O)(OCC)OCC
OCCC(O)C,O=N(C3(C(CC2C1)CC1CC3C2)N(=O)=O)=O,-8.65993069,500847,CC(O)CCO,O=[N+]([O-])C1([N+](=O)[O-])C2CC3CC(C2)CC1C3,Y,-8.6604595,0.0005288100000004903,-0.0005288100000004903,O=[N+]([O-])C1([N+](=O)[O-])C2CC3CC(C2)CC1C3.CC(O)CCO
OCCCCCCCCC,C1CC1c2n[nH]nn2,-10.59474837,785421,CCCCCCCCCO,C1CC1c1nn[nH]n1,Y,-10.5953455,0.000597130000000945,-0.000597130000000945,C1CC1c1nn[nH]n1.CCCCCCCCCO
CC(CC(C)=O)=O,CC(C)CC(C)(C(C)(CC(C)C)c(cc2)ccc2C(C)(C)C)c(cc1)ccc1C(C)(C)C,-12.97818088,871976,CC(=O)CC(C)=O,CC(C)CC(C)(c1ccc(C(C)(C)C)cc1)C(C)(CC(C)C)c1ccc(C(C)(C)C)cc1,Y,-12.9775305,0.0006503799999997284,0.0006503799999997284,CC(C)CC(C)(c1ccc(C(C)(C)C)cc1)C(C)(CC(C)C)c1ccc(C(C)(C)C)cc1.CC(=O)CC(C)=O
ClC(Cl)C(O)=O,FCOC(F)(F)OC(F)(F)C(F)(F)F,-1.47942453,517839,O=C(O)C(Cl)Cl,FCOC(F)(F)OC(F)(F)C(F)(F)F,Y,-1.4801621,0.0007375700000000762,-0.0007375700000000762,FCOC(F)(F)OC(F)(F)C(F)(F)F.O=C(O)C(Cl)Cl
CN1CCCCC1=O,CCOC(=O)c1ccccc1N,-10.68369369,131889,CN1CCCCC1=O,CCOC(=O)c1ccccc1N,Y,-10.684471,0.000777310000000142,-0.000777310000000142,CCOC(=O)c1ccccc1N.CN1CCCCC1=O
CCOCCOCCOCC,Nc1c(c(N)c(c(N)c1N(=O)=O)N(=O)=O)N(=O)=O,-15.9909178,560125,CCOCCOCCOCC,Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c1[N+](=O)[O-],Y,-15.990137,0.0007807999999993598,0.0007807999999993598,Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c1[N+](=O)[O-].CCOCCOCCOCC
OCCS,NCNC(C)C,-8.89891401,782760,OCCS,CC(C)NCN,Y,-8.898101,0.0008130099999998919,0.0008130099999998919,CC(C)NCN.OCCS
N#CCc1ccccc1,CCCCCCC1=CCCC1=O,-9.3491923,304348,N#CCc1ccccc1,CCCCCCC1=CCCC1=O,Y,-9.348368,0.000824299999999667,0.000824299999999667,CCCCCCC1=CCCC1=O.N#CCc1ccccc1
C#N,OC(CCCCCCC(O)=O)=O,-17.2676294,35095,C#N,O=C(O)CCCCCCC(=O)O,Y,-17.266712,0.0009174000000022886,0.0009174000000022886,O=C(O)CCCCCCC(=O)O.C#N
N#Cc1ccccc1,N#CC(C#N)c(cc1)ccc1C,-10.80985559,570825,N#Cc1ccccc1,Cc1ccc(C(C#N)C#N)cc1,Y,-10.808889,0.0009665899999991012,0.0009665899999991012,Cc1ccc(C(C#N)C#N)cc1.N#Cc1ccccc1
NCCN,CC(C)CCCC(CC1)=CCC1(C)C=O,-6.35901091,659022,NCCN,CC(C)CCCC1=CCC(C)(C=O)CC1,Y,-6.3580394,0.0009715100000002863,0.0009715100000002863,CC(C)CCCC1=CCC(C)(C=O)CC1.NCCN
OCCCCCCCCC,OCC1OC(OC1)=O,-9.32252624,188738,CCCCCCCCCO,O=C1OCC(CO)O1,Y,-9.323499,0.0009727599999997949,-0.0009727599999997949,O=C1OCC(CO)O1.CCCCCCCCCO
CCCCCCCCCCCCCC,O=C9c5ccc7c6c5c(c2ccccc92)ccc6c4ccc(c1ccccc81)c3c4c7ccc3C8=O,-24.04650002,231737,CCCCCCCCCCCCCC,O=C1c2ccccc2-c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5,Y,-24.045525,0.0009750199999984943,0.0009750199999984943,O=C1c2ccccc2-c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5.CCCCCCCCCCCCCC
CCOP(OCC)(OCC)=O,CC(C)(C(O)=O)C(O)=O,-14.89388681,517487,CCOP(=O)(OCC)OCC,CC(C)(C(=O)O)C(=O)O,Y,-14.894863,0.0009761900000011536,-0.0009761900000011536,CC(C)(C(=O)O)C(=O)O.CCOP(=O)(OCC)OCC
O=S=O,CCCOC(C(O)C)=O,-7.42905546,841452,O=S=O,CCCOC(=O)C(C)O,Y,-7.430067,0.001011540000000366,-0.001011540000000366,CCCOC(=O)C(C)O.O=S=O
O,COC1CC1,-1.69357028,626615,O,COC1CC1,Y,-1.6925361,0.0010341799999999957,0.0010341799999999957,COC1CC1.O
NCCCN(C)C,OCCCCCCCCCCCCCCCCCCCCCC,-18.72783538,535896,CN(C)CCCN,CCCCCCCCCCCCCCCCCCCCCCO,Y,-18.726767,0.0010683799999995358,0.0010683799999995358,CCCCCCCCCCCCCCCCCCCCCCO.CN(C)CCCN
OCCCCC,O=C(N)NC1NC(=O)NC1=O,-18.0804937,296023,CCCCCO,NC(=O)NC1NC(=O)NC1=O,Y,-18.0794,0.0010937000000019736,0.0010937000000019736,NC(=O)NC1NC(=O)NC1=O.CCCCCO
OCCC#N,Cc1ccc(cc1)S(C)(=O)=O,-11.75494779,322774,N#CCCO,Cc1ccc(S(C)(=O)=O)cc1,Y,-11.756066,0.0011182100000013406,-0.0011182100000013406,Cc1ccc(S(C)(=O)=O)cc1.N#CCCO
CCC(C)=C,Nc1ccccc1C(=O)NO,-9.77383858,730434,C=C(C)CC,Nc1ccccc1C(=O)NO,Y,-9.77264,0.0011985799999987279,0.0011985799999987279,Nc1ccccc1C(=O)NO.C=C(C)CC
CCCCC=C,NC1=CC(N)=C2C(=O)NNC(=O)C2=C1,-13.69679786,299975,C=CCCCC,Nc1cc(N)c2c(=O)[nH][nH]c(=O)c2c1,Y,-13.698015,0.0012171399999996169,-0.0012171399999996169,Nc1cc(N)c2c(=O)[nH][nH]c(=O)c2c1.C=CCCCC
O=CN1CCOCC1,OC(=O)CC(=C)C(O)=O,-16.11123197,653429,O=CN1CCOCC1,C=C(CC(=O)O)C(=O)O,Y,-16.109959,0.0012729699999987076,0.0012729699999987076,C=C(CC(=O)O)C(=O)O.O=CN1CCOCC1
ClC(Cl)C(O)=O,COP(OC)(Oc(cc1Cl)c(Cl)cc1Br)=S,-11.84702896,231640,O=C(O)C(Cl)Cl,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,Y,-11.8484125,0.001383540000000849,-0.001383540000000849,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl.O=C(O)C(Cl)Cl
Cc1ccccc1N(=O)=O,OC(C)C(OC(C)C(OC(C)C(O)=O)=O)=O,-13.02444058,69908,Cc1ccccc1[N+](=O)[O-],CC(O)C(=O)OC(C)C(=O)OC(C)C(=O)O,Y,-13.025841,0.0014004199999995137,-0.0014004199999995137,CC(O)C(=O)OC(C)C(=O)OC(C)C(=O)O.Cc1ccccc1[N+](=O)[O-]
OC1CCCCC1,CCC(C)C(OC2CC(O)C=C(C2C1CCC(C3)OC(CC3O)=O)C=CC1C)=O,-25.18040929,438775,OC1CCCCC1,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,Y,-25.179005,0.0014042899999999747,0.0014042899999999747,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21.OC1CCCCC1
CCCCC(CC)=O,OCC(N)(CO)CC,-8.83662952,381959,CCCCC(=O)CC,CCC(N)(CO)CO,Y,-8.838045,0.0014154799999985812,-0.0014154799999985812,CCC(N)(CO)CO.CCCCC(=O)CC
CC(C)C(C)C,Clc(ccc2O)cc2C(=O)Nc1ccc(cc1Cl)N(=O)=O,-15.11103475,129687,CC(C)C(C)C,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,Y,-15.112458,0.001423250000000209,-0.001423250000000209,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O.CC(C)C(C)C
CS(C)=O,C(C(CC5C2C94)CC72C8C3C6CC(CC4C6C7)CC93CC51)C81,-8.02073713,165588,CS(C)=O,C1C2CC3C4CC56CC7CC8C9CC(C2)(C(C14)C85)C3C6C9C7,Y,-8.022174,0.0014368699999991463,-0.0014368699999991463,C1C2CC3C4CC56CC7CC8C9CC(C2)(C(C14)C85)C3C6C9C7.CS(C)=O
OC(C)=O,CCNC(C)(C)C,-6.56530644,446605,CC(=O)O,CCNC(C)(C)C,Y,-6.5667486,0.0014421600000007473,-0.0014421600000007473,CCNC(C)(C)C.CC(=O)O
ClB(Cl)Cl,OC(C1CCCC1)=O,-6.18130609,791551,ClB(Cl)Cl,O=C(O)C1CCCC1,Y,-6.179854,0.001452089999999906,0.001452089999999906,O=C(O)C1CCCC1.ClB(Cl)Cl
FC(F)(F)C(F)(F)C(F)(F)F,CN1CCSC1=S,-4.50702159,3956,FC(F)(F)C(F)(F)C(F)(F)F,CN1CCSC1=S,Y,-4.5055676,0.001453989999999905,0.001453989999999905,CN1CCSC1=S.FC(F)(F)C(F)(F)C(F)(F)F
COC(C)(C)C,CC(C)COC(=O)N,-7.62140521,710422,COC(C)(C)C,CC(C)COC(N)=O,Y,-7.619822,0.001583209999999724,0.001583209999999724,CC(C)COC(N)=O.COC(C)(C)C
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,OC(=O)C1=NC(=O)NC(=O)N1,-12.68219357,700571,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,O=C(O)c1nc(=O)[nH]c(=O)[nH]1,Y,-12.680602,0.0015915700000004307,0.0015915700000004307,O=C(O)c1nc(=O)[nH]c(=O)[nH]1.CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC
Cc1ccccn1,OCC(N)(C)CO,-10.06163548,263462,Cc1ccccn1,CC(N)(CO)CO,Y,-10.063229,0.001593520000000126,-0.001593520000000126,CC(N)(CO)CO.Cc1ccccn1
OCCO,CC(OCC(COC(C)=O)OC(C)=O)=O,-9.1211314,69323,OCCO,CC(=O)OCC(COC(C)=O)OC(C)=O,Y,-9.122733,0.001601600000000758,-0.001601600000000758,CC(=O)OCC(COC(C)=O)OC(C)=O.OCCO
CCCCc1ccccc1,CCCC(C)C(OCC(COC(C(C)CCC)=O)(COC(C(C)CCC)=O)COC(C(C)CCC)=O)=O,-20.76140822,415490,CCCCc1ccccc1,CCCC(C)C(=O)OCC(COC(=O)C(C)CCC)(COC(=O)C(C)CCC)COC(=O)C(C)CCC,Y,-20.763012,0.0016037799999999436,-0.0016037799999999436,CCCC(C)C(=O)OCC(COC(=O)C(C)CCC)(COC(=O)C(C)CCC)COC(=O)C(C)CCC.CCCCc1ccccc1
OCCc1ccccc1,Cc1ccc(CN=CN(C)C)cc1,-11.03145083,390370,OCCc1ccccc1,Cc1ccc(CN=CN(C)C)cc1,Y,-11.033058,0.001607169999999769,-0.001607169999999769,Cc1ccc(CN=CN(C)C)cc1.OCCc1ccccc1
OCC,c(nc1)ccc1c2cccnc2,-11.59438139,259716,CCO,c1cncc(-c2cccnc2)c1,Y,-11.595996,0.0016146099999989616,-0.0016146099999989616,c1cncc(-c2cccnc2)c1.CCO
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC(=O)c(ccc1C2=O)cc1C(O2)=O,-6.22102687,979650,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(O)c1ccc2c(c1)C(=O)OC2=O,Y,-6.21931,0.0017168700000000925,0.0017168700000000925,O=C(O)c1ccc2c(c1)C(=O)OC2=O.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
OCCCl,CCOP(OCC)(Oc1ccc(Cl)cc1Cl)=S,-11.6226542,915908,OCCCl,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,Y,-11.620916,0.001738200000000134,0.001738200000000134,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl.OCCCl
COC(CC#N)=O,C=CS(=O)(=O)C=C,-8.88470883,837652,COC(=O)CC#N,C=CS(=O)(=O)C=C,Y,-8.886502,0.0017931700000008988,-0.0017931700000008988,C=CS(=O)(=O)C=C.COC(=O)CC#N
ClC(Cl)C(Cl)Cl,CCCCCCCCC(OCC(COC(CCCCCCCC)=O)(COC(CCCCCCCC)=O)COC(CCCCCCCC)=O)=O,-32.85658903,239402,ClC(Cl)C(Cl)Cl,CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC,Y,-32.858482,0.0018929700000001048,-0.0018929700000001048,CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC.ClC(Cl)C(Cl)Cl
ClC(Cl)=O,Oc2c1ncccc1c(cc2)N(=O)=O,-11.71988093,229410,O=C(Cl)Cl,O=[N+]([O-])c1ccc(O)c2ncccc12,Y,-11.717932,0.00194893000000107,0.00194893000000107,O=[N+]([O-])c1ccc(O)c2ncccc12.O=C(Cl)Cl
COCCOCCO,COC(=O)C(C(OC)=O)C(OC)=O,-8.98739716,515720,COCCOCCO,COC(=O)C(C(=O)OC)C(=O)OC,Y,-8.989491,0.0020938399999987922,-0.0020938399999987922,COC(=O)C(C(=O)OC)C(=O)OC.COCCOCCO
OCCCO,OC(=O)c(ccc1N)cc1C,-14.48339765,117985,OCCCO,Cc1cc(C(=O)O)ccc1N,Y,-14.481303,0.0020946500000000867,0.0020946500000000867,Cc1cc(C(=O)O)ccc1N.OCCCO
CCOC(=O)c1ccccc1,COc1ccc(cc1)C(=O)NS(C(F)(F)F)(=O)=O,-14.37153617,277637,CCOC(=O)c1ccccc1,COc1ccc(C(=O)NS(=O)(=O)C(F)(F)F)cc1,Y,-14.373649,0.0021128299999997324,-0.0021128299999997324,COc1ccc(C(=O)NS(=O)(=O)C(F)(F)F)cc1.CCOC(=O)c1ccccc1
Cc1ncccc1C,CCCCC(CC)COC(=O)c1ccccc1C(OCC(CC)CCCC)=O,-17.19599541,126306,Cc1cccnc1C,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,Y,-17.198116,0.002120590000000533,-0.002120590000000533,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC.Cc1cccnc1C
FC(F)C(F)C(F)(F)F,ClC(Cl)(Br)C(Cl)(Cl)Br,-6.0685144,534187,FC(F)C(F)C(F)(F)F,ClC(Cl)(Br)C(Cl)(Cl)Br,Y,-6.070637,0.0021225999999998635,-0.0021225999999998635,ClC(Cl)(Br)C(Cl)(Cl)Br.FC(F)C(F)C(F)(F)F
CNc1ccccc1,N#CC(c(c2F)c(F)c(F)nc2F)c(c1F)c(F)c(F)nc1F,-11.33715806,273362,CNc1ccccc1,N#CC(c1c(F)c(F)nc(F)c1F)c1c(F)c(F)nc(F)c1F,Y,-11.33503,0.0021280600000004313,0.0021280600000004313,N#CC(c1c(F)c(F)nc(F)c1F)c1c(F)c(F)nc(F)c1F.CNc1ccccc1
BrC(Br)C(Br)Br,CC2(CCCC3(C)c1ccc(C(C)C)cc1CCC32)C(O)=O,-15.55703396,846411,BrC(Br)C(Br)Br,CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C,Y,-15.554892,0.002141959999999443,0.002141959999999443,CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C.BrC(Br)C(Br)Br
NCCCN(C)C,Nc1cccc(ccc2)c1c2N,-12.2623258,393340,CN(C)CCCN,Nc1cccc2cccc(N)c12,Y,-12.260158,0.0021677999999987208,0.0021677999999987208,Nc1cccc2cccc(N)c12.CN(C)CCCN
SC,CC1(C)C(C1C(Br)C(Br)(Br)Br)C(OC(C#N)c3cc(Oc2ccccc2)ccc3)=O,-24.60372445,856385,CS,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br,Y,-24.605898,0.0021735499999984143,-0.0021735499999984143,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br.CS
ClC(Cl)C(Cl)Cl,OC(C1(CC3C2)CC(C3)CC2C1)=O,-9.94821204,393364,ClC(Cl)C(Cl)Cl,O=C(O)C12CC3CC(CC(C3)C1)C2,Y,-9.950461,0.0022489600000010768,-0.0022489600000010768,O=C(O)C12CC3CC(CC(C3)C1)C2.ClC(Cl)C(Cl)Cl
N#CCc1ccccc1,CC1(C)C(C1C(Br)C(Br)(Br)Br)C(OC(C#N)c3cc(Oc2ccccc2)ccc3)=O,-22.92919651,548715,N#CCc1ccccc1,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br,Y,-22.926922,0.0022745099999994522,0.0022745099999994522,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br.N#CCc1ccccc1
CN1CCCC1,C=CC(OCCOC(=O)C=C)=O,-7.68180915,551902,CN1CCCC1,C=CC(=O)OCCOC(=O)C=C,Y,-7.684242,0.002432849999999931,-0.002432849999999931,C=CC(=O)OCCOC(=O)C=C.CN1CCCC1
FC(F)(F)C(F)(F)C(F)(F)F,CC(=O)N(c2ccccc2)c1ccccc1,-7.94541054,184530,FC(F)(F)C(F)(F)C(F)(F)F,CC(=O)N(c1ccccc1)c1ccccc1,Y,-7.9478464,0.0024358600000002895,-0.0024358600000002895,CC(=O)N(c1ccccc1)c1ccccc1.FC(F)(F)C(F)(F)C(F)(F)F
O1CCCCC1,CCCCC(CC)COC(=O)c1ccccc1C(OCC(CC)CCCC)=O,-17.66281383,237007,C1CCOCC1,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,Y,-17.66033,0.0024838300000027402,0.0024838300000027402,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC.C1CCOCC1
OC(C)=O,FC(F)(F)C(F)OC(F)(F)Cl,-1.71498098,623766,CC(=O)O,FC(OC(F)(F)Cl)C(F)(F)F,Y,-1.7174674,0.0024864200000001,-0.0024864200000001,FC(OC(F)(F)Cl)C(F)(F)F.CC(=O)O
CC(OCc1ccccc1)=O,CCCCCCCCCCCCCCC1OC(CC1)=O,-15.47765541,922393,CC(=O)OCc1ccccc1,CCCCCCCCCCCCCCC1CCC(=O)O1,Y,-15.480143,0.002487589999999429,-0.002487589999999429,CCCCCCCCCCCCCCC1CCC(=O)O1.CC(=O)OCc1ccccc1
Cc1ccccn1,CC2=NN=C(c1ccccc1)C(=O)N2N,-16.41664662,208873,Cc1ccccn1,Cc1nnc(-c2ccccc2)c(=O)n1N,Y,-16.419157,0.0025103799999968146,-0.0025103799999968146,Cc1nnc(-c2ccccc2)c(=O)n1N.Cc1ccccn1
ClC(Cl)(Cl)Cl,OC(C1(CC3C2)CC(C3)CC2C1)=O,-8.95613357,781777,ClC(Cl)(Cl)Cl,O=C(O)C12CC3CC(CC(C3)C1)C2,Y,-8.953601,0.002532569999999623,0.002532569999999623,O=C(O)C12CC3CC(CC(C3)C1)C2.ClC(Cl)(Cl)Cl
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Clc1cc(Cl)c(Cl)c(Cc(c2O)c(Cl)c(Cl)cc2Cl)c1O,-11.90958183,75949,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,Y,-11.912152,0.0025701700000002603,-0.0025701700000002603,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCN(CC)CC,COc(ccc2C(=O)c1ccc(OC)cc1O)cc2O,-14.80437198,458969,CCN(CC)CC,COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1,Y,-14.807,0.002628019999999509,-0.002628019999999509,COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1.CCN(CC)CC
CCCCOC(C)=O,OCC2OC(C(O)C(O)C2Cl)OC1(CCl)OC(CCl)C(O)C1O,-22.71849854,18381,CCCCOC(C)=O,OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,Y,-22.715836,0.002662539999999325,0.002662539999999325,OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl.CCCCOC(C)=O
N#CCCCCC#N,FCOC(OC(F)(F)F)=O,-3.40240342,498771,N#CCCCCC#N,O=C(OCF)OC(F)(F)F,Y,-3.399721,0.002682420000000185,0.002682420000000185,O=C(OCF)OC(F)(F)F.N#CCCCCC#N
NCCCC,FN(F)N(F)F,-0.01698311,436818,CCCCN,FN(F)N(F)F,Y,-0.014284849,0.0026982609999999987,0.0026982609999999987,FN(F)N(F)F.CCCCN
CCC#N,FC(F)(F)N=C(C(F)(F)F)C(F)(F)F,-1.6958608,297271,CCC#N,FC(F)(F)N=C(C(F)(F)F)C(F)(F)F,Y,-1.6985596,0.0026988000000001122,-0.0026988000000001122,FC(F)(F)N=C(C(F)(F)F)C(F)(F)F.CCC#N
CO,CNC(=O)ON=C(SC)C(=O)N(C)C,-15.47795806,811991,CO,CNC(=O)ON=C(SC)C(=O)N(C)C,Y,-15.475242,0.0027160600000009083,0.0027160600000009083,CNC(=O)ON=C(SC)C(=O)N(C)C.CO
CCCCC(CC)COC(=O)c1ccccc1C(OCC(CC)CCCC)=O,OC=C,-4.16747071,98487,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,C=CO,Y,-4.1647425,0.0027282099999998977,0.0027282099999998977,C=CO.CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
